acronym,page_title,expansion,hits,script,initials_match,looks_like_person,raw_line
מהר״י,"מהר""י","מהר""י בן לב",17,hebrew,True,True,"מהר""י בן לב – רבי יוסף בן דוד אִבן לב ידוע גם כמהריב""ל, מגדולי חכמי סלוניקי במאה ה-16"
מהר״י,"מהר""י",רבי ישראל בן רבי חיים ברונא,1,hebrew,False,True,"רבי ישראל בן רבי חיים ברונא - מהר""י ברונא, מגדולי פוסקי אשכנז במאה ה-15, קרוי על שם עיר הולדתו ברן"
מהר״י,"מהר""י",רבי יוסף בן אברהם ג'יקטיליה,3,hebrew,False,True,"רבי יוסף בן אברהם ג'יקטיליה - מהר""י ג'יקטיליה מגדולי המקובלים בספרד במאה הי""ג"
מהר״י,"מהר""י",רבי יעקב בן יהודה וייל,2,hebrew,False,True,"רבי יעקב בן יהודה וייל - מהר""י וייל, נודע גם בכינוי מהרי""ו, מגדולי חכמי אשכנז במאה ה-15"
מהר״י,"מהר""י",רבי יעקב בן שלמה אבן חביב,1,hebrew,False,True,"רבי יעקב בן שלמה אבן חביב - מהר""י (אבן) חביב, מגדולי חכמי ספרד במאות הט""ו והט""ז ומנהיג קהילת מגורשי ספרד בסלוניקי, מחבר הספר עין יעקב"
מהר״י,"מהר""י",רבי ישראל יעקב אלגאזי,12,hebrew,False,True,"רבי ישראל יעקב אלגאזי - מהר""י אלגאזי, חכם באשי ומחבר שו""ת מהר""י אלגאזי"
מהר״י,"מהר""י","רבי יצחק בן שמשון כ""ץ",2,hebrew,False,True,"רבי יצחק בן שמשון כ""ץ - מהר""י כ""ץ, חתנו של המהר""ל מפראג"
מהר״י,"מהר""י",רבי יהודה בן אליעזר הלוי מינץ,4,hebrew,False,True,"רבי יהודה בן אליעזר הלוי מינץ - מהר""י מינץ, רב וראש ישיבה בפדובה איטליה, מגדולי ישראל במאות הט""ו והט""ז"
מהר״י,"מהר""י","מהרי""ל",311,hebrew,True,True,"מהרי""ל – רבי יעקב בן משה מולין, נקרא גם מהר""י סגל, מגדולי הראשונים במאה הי""ד, ממבססי מנהגי אשכנז"
מהר״י,"מהר""י","מהר""י קורקוס",21,hebrew,True,True,"מהר""י קורקוס – רבי יוסף קורקוס, מחכמי מצרים וארץ ישראל לאחר גירוש ספרד, מגדולי מפרשי הרמב""ם"
מהר״י,"מהר""י","מהר""י אסאד",5,hebrew,True,True,"מהר""י אסאד – רבי יהודה אסאד, מרבני הונגריה במאה ה-19"
מהר״י,"מהר""י","מהר""י לבית הלוי",3,hebrew,True,True,"מהר""י לבית הלוי – רבי יעקב לבית הלוי, מחכמי איטליה במאות 16-17"
מהר״י,"מהר""י","מהר""י הלוי",6,hebrew,True,True,"מהר""י הלוי – רבי יצחק הלוי, אחיו ורבו של רבי דוד הלוי סגל"
מהר״ם,"מהר""ם",רבי מאיר בן ברוך מרוטנבורג,4,hebrew,False,True,"רבי מאיר בן ברוך מרוטנבורג – המהר""ם מרוטנבורג (נפטר ה'נ""ג, 1293) מגדולי הפוסקים באשכנז בתקופת בעלי התוספות. פעמים רבות מתייחסים אליו כ'מהר""ם' סתם"
מהר״ם,"מהר""ם","מהר""ם רקנאטי",1,hebrew,True,True,"מהר""ם רקנאטי – רבי מנחם רקנאטי, מראשוני איטליה, פוסק הלכה ומקובל (ה'י', 1250 – ה'ע', 1310)"
מהר״ם,"מהר""ם","מהר""ם ס""ל",132,hebrew,True,True,"מהר""ם ס""ל – רבי מאיר בן ברוך הלוי, מאחרוני הראשונים באשכנז, ראש ישיבת וינה (סוף המאה ה-14)"
מהר״ם,"מהר""ם","מהר""ם סג""ל",4,hebrew,True,True,"מהר""ם סג""ל – רבי משה (מולין) בן רבי יקותיאל הלוי. מרבני גליל ריינוס. אביו של מהרי""ל (נפטר ה'קמ""ז, 1387)"
מהר״ם,"מהר""ם","מהר""ם חלאווה",150,hebrew,True,True,"מהר""ם חלאווה – רבי משה חלאווה, מראשוני ספרד, (פעל במאה ה-14, בסביבות שנות הה'ק' – ה'ק""ס)"
מהר״ם,"מהר""ם",רבי משה ממינץ,1,hebrew,False,True,"רבי משה ממינץ – המהר""ם מינץ או מהר""ם סגל (סביבות ה'קע""ה, 1415 – ה'ר""ם, 1480), בעל שו""ת מהר""ם מינץ"
מהר״ם,"מהר""ם",רבי משה אלשקר,7,hebrew,False,True,"רבי משה אלשקר – המהר""ם אלשקר (ה'רכ""ו, 1466 – ה'ש""ב 1542)"
מהר״ם,"מהר""ם",רבי מאיר קצנלנבוגן,15,hebrew,False,True,"רבי מאיר קצנלנבוגן – מהר""ם פדובה (נפטר ה'שכ""ה, 1565)"
מהר״ם,"מהר""ם",רבי מנחם דוד בן יצחק,3,hebrew,False,True,"רבי מנחם דוד בן יצחק - ""מהר""ם טיקטין"", תלמיד הרמ""א, שימש כרבה של טיקטין, חידושיו על המרדכי הודפסו בשנת ה'שנ""ז"
מהר״ם,"מהר""ם",רבי מנחם מנדל אביגדורש,2,hebrew,False,True,"רבי מנחם מנדל אביגדורש – מהר""ם מקרקא מנסח היתר העסקה הראשון (נפטר ה'שנ""ט, 1599)"
מהר״ם,"מהר""ם",רבי משה גאלנטי (הראשון),5,hebrew,False,True,"רבי משה גאלנטי (הראשון) – מהר""ם גאלנטי תלמידו של הבית יוסף, (נפטר אחרי ה'שע""ב 1612)"
מהר״ם,"מהר""ם",רבי מרדכי יפה,69,hebrew,False,True,"רבי מרדכי יפה – ה""לבוש"". בספרות האחרונים מכונה גם מהר""ם יפה (נפטר ה'שע""ב, 1612)"
מהר״ם,"מהר""ם",רבי מאיר שיף,4,hebrew,False,True,"רבי מאיר שיף – מהר""ם שיף (נפטר בגיל צעיר בשנת ה'ת""א, 1641)"
מהר״ם,"מהר""ם",רבי מאיר איזנשטט,18,hebrew,False,True,"רבי מאיר איזנשטט – מהר""ם א""ש (ה'ת""ל 1670 – ה'תק""ד, 1744)"
מהר״ם,"מהר""ם",רבי מאיר הלוי איש הורוביץ,2,hebrew,False,True,"רבי מאיר הלוי איש הורוביץ – ""מהר""ם טיקטין"", (ה'שצ""ז, 1637 – ה'תק""ד, 1744) – סבם של ""ההפלאה"" ור' שמעלקא מניקלשבורג"
מהר״ם,"מהר""ם",רבי מאיר פישלס,9,hebrew,False,True,"רבי מאיר פישלס – מהר""ם בומסלא, רבה של פראג, (בערך תס""ג, 1713 – י""ז בכסלו, תק""ל, 16 בדצמבר 1769)"
מהר״ם,"מהר""ם",רבי מאיר ברבי,24,hebrew,False,True,"רבי מאיר ברבי – מהר""ם ברבי, רבה של פרשבורג (ה'תפ""ה, 1725 – ה' באב ה'תקמ""ט, 28 ביולי 1789"
מהר״ם,"מהר""ם",רבי משה מינץ,16,hebrew,False,True,"רבי משה מינץ – המוהר""ם מינץ רבה של בודפשט, (ה'תק""י, 1831 – ה'תקצ""א, 1750)"
מהר״ם,"מהר""ם",רבי מאיר איזנשטטר,8,hebrew,False,True,"רבי מאיר איזנשטטר – מהר""ם א""ש, תלמידו של החת""ם סופר, (ה'תק""ם 1780 – ה'תרי""ב 1852)"
מהר״ם,"מהר""ם",רבי מרדכי בנט,28,hebrew,False,True,"רבי מרדכי בנט – מהר""ם בנט (ה'תקי""ג, 1753 – ה'תקפ""ט, 1829)"
מהר״ם,"מהר""ם",רבי משה שיק,5,hebrew,False,True,"רבי משה שיק – מהר""ם שיק מקים תנועת האורתודוקסיה בהונגריה (ה'תקס""ז, 1807 – ה'תרל""ט, 1879)"
מהר״ם,"מהר""ם",רבי יהודה מאיר שפירא,4,hebrew,False,True,"רבי יהודה מאיר שפירא – מהר""ם שפירא מלובלין – מייסד הדף היומי (ה'תרמ""ז, 1887 – ה'תרצ""ד, 1934)"
מהר״ם,"מהר""ם",רבי מרדכי בריסק,4,hebrew,False,True,"רבי מרדכי בריסק – מהר""ם בריסק – ראש ישיבת טושאנד (אביב תרמ""ו, 1886 – י""א בסיוון ה'תש""ד, 2 ביוני 1944)"
מהר״ם,"מהר""ם","רבי מיכל ר' יוזפש (מהר""ם יוזפש)",1,hebrew,False,True,"רבי מיכל ר' יוזפש (מהר""ם יוזפש) – מחבר הספר ""סדר השמות"" על גיטין"
מהר״ם,"מהר""ם",דורותי מהרם,1,hebrew,False,False,דורותי מהרם – מתמטיקאית אמריקנית
מהר״ם,"מהר""ם",משפט מהרם,1,hebrew,True,False,משפט מהרם
מהר״ם,"מהר""ם",מהרם (חברה),1,hebrew,True,False,מהרם (חברה) – חברת טקסטיל גדולה
מהר״ש,"מהר""ש",רבי שלום מנוישטט,4,hebrew,False,True,"רבי שלום מנוישטט, מהר""ש מוויען (-קע""ג, 1413) - מחבר הספר ""מנהגי מהר""ש"""
מהר״ש,"מהר""ש",רבי שמואל יפה אשכנזי,12,hebrew,False,True,"רבי שמואל יפה אשכנזי, מהר""ש יפה (רפ""ה, 1525 - שנ""ה, 1595) - מחבר הפירוש ""יפה תואר"" על מדרש רבה"
מהר״ש,"מהר""ש","רבי שלמה בן יצחק הלוי (רצ""ב, 1532",1,hebrew,False,True,"רבי שלמה בן יצחק הלוי (רצ""ב, 1532 - ש""ס, 1600) - ""מהר""ש לבית הלוי"""
מהר״ש,"מהר""ש",רבי שלמה בן יצחק לבית הלוי (השני),1,hebrew,False,True,"רבי שלמה בן יצחק לבית הלוי (השני) - בעת שו""ת מהר""ש לבית הלוי"
מהר״ש,"מהר""ש",רבי שלמה מלובלין,1,hebrew,False,True,"רבי שלמה מלובלין, ר' שלמה ר' לייביש'ס, מהר""ש מלובלין, מהרש""ל השני (-שנ""א, 1591) - בעל שו""ת מהר""ש מלובלין"
מהר״ש,"מהר""ש",רבי שלום כהן מקושטא,1,hebrew,False,True,"רבי שלום כהן מקושטא, מהר""ש כהן, מחבר שו""ת מהר""ש כהן"
מהר״ש,"מהר""ש","רבי אהרן שמעון שפירא (ה'ש""ס, 1600",2,hebrew,False,True,"רבי אהרן שמעון שפירא (ה'ש""ס, 1600 – כ""ט בכסלו ה'ת""מ, 3 בדצמבר 1679), מהר""ש מפראג"
מהר״ש,"מהר""ש",רבי שלום רוקח,54,hebrew,False,True,"רבי שלום רוקח, מהר""ש מבעלזא (תקמ""א, 1781 - תרט""ו, 1855) - אבי חסידות בעלז"
מהר״ש,"מהר""ש",רבי שמואל שניאורסון,40,hebrew,False,True,"רבי שמואל שניאורסון, מהר""ש (תקצ""ד, 1834 - תרמ""ג, 1882) - האדמו""ר הרביעי בשושלת חב""ד"
מהר״ש,"מהר""ש","רבי שמואל אנגל (תרי""ג, 1853",1,hebrew,False,True,"רבי שמואל אנגל (תרי""ג, 1853 - תרצ""ה, 1935) - מגדולי רבני גליציה בזמנו. מחבר שו""ת מהר""ש ענגיל"
מהרי״א,"מהרי""א",יצחק אבוהב,86,hebrew,False,False,יצחק אבוהב – מגדולי חכמי ישראל במאה ה-15
מהרי״א,"מהרי""א",יצחק אדרבי,11,hebrew,False,True,"יצחק אדרבי – מרבני הפזורה הספרדית במאה ה-16, מחבר דברי ריבות"
מהרי״א,"מהרי""א",יצחק אייזיק אייכנשטיין,29,hebrew,False,True,"יצחק אייזיק אייכנשטיין – האדמו""ר מזידיטשוב, מחבר פירוש מהרי""א על מדרש רבה"
מהרי״א,"מהרי""א",יהודה אסאד,36,hebrew,False,True,"יהודה אסאד – מרבני הונגריה במאה ה-19, מחבר ""דברי מהרי""א"" ו""חידושי מהרי""א"""
מהרי״א,"מהרי""א",יצחק אברבנאל,254,hebrew,False,False,יצחק אברבנאל – ידוע בפירושו על התורה ובתפקידיו כשר האוצר
מהרי״ח,"מהרי""ח",יחזקיה ממגדבורג,8,hebrew,False,False,"יחזקיה ממגדבורג – בעל פסקי מהרי""ח, נזכר רבות בהגהות אשרי"
מהרי״ח,"מהרי""ח",יואל חסיד מאמצ'יסלוב,3,hebrew,False,True,"יואל חסיד מאמצ'יסלוב - מחבר 'חדושי מהרי""ח' על המשניות"
מהרי״ח,"מהרי""ח",יוסף חיים הכהן,16,hebrew,False,True,יוסף חיים הכהן – מחבר 'מנחת כהן' ו'ויכלכל כהן'
מהרי״ח,"מהרי""ח",ישראל חיים דייכס,4,hebrew,False,True,"ישראל חיים דייכס – מחבר 'דרשות מהרי""ח' ו'ילקוט מהרי""ח'"
מהרי״ח,"מהרי""ח",ישראל חיים פרידמן,17,hebrew,False,True,"ישראל חיים פרידמן – מחבר 'ליקוטי מהרי""ח'"
מהרי״ח,"מהרי""ח",ישראל חיים קצבורג,4,hebrew,False,True,"ישראל חיים קצבורג – מחבר ""כתבי מהרי""ח"""
מהרי״ל,"מהרי""ל (פירושונים)",מורנו הרב יעקב הלוי מולין,1,hebrew,True,True,"מהרי""ל – מורנו הרב יעקב הלוי מולין, מנהיג יהדות אשכנז בסוף תקופת הראשונים ואבי מנהגי אשכנז"
מהרי״ל,"מהרי""ל (פירושונים)","רבי יהודה לייב מינוביץ (מהרי""ל מינוביץ')",0,hebrew,False,True,"רבי יהודה לייב מינוביץ (מהרי""ל מינוביץ') – רבה של ינוביץ' ומחבר הספר שארית יהודה. אחיו של רבי שניאור זלמן מלאדי מייסד חסידות חב""ד"
מהרי״ל,"מהרי""ל (פירושונים)","רבי יהודה ליב שניאורסון (מהרי""ל מקאפוסט)",1,hebrew,False,True,"רבי יהודה ליב שניאורסון (מהרי""ל מקאפוסט) – מייסד חסידות קאפוסט (ענף של חסידות חב""ד). בנו של רבי מנחם מנדל שניאורסון (ה""צמח צדק"")"
מהרי״ל,"מהרי""ל (פירושונים)","רבי יהושע לייב דיסקין (מהרי""ל דיסקין)",1,hebrew,False,True,"רבי יהושע לייב דיסקין (מהרי""ל דיסקין) – רבה של בריסק ולאחר מכן ממנהיגי היישוב הישן בירושלים, מייסד בית היתומים דיסקין"
מהרי״ל,"מהרי""ל (פירושונים)","ישיבת מהרי""ל",6,hebrew,False,True,"ישיבת מהרי""ל – ישיבה ירושלמית בראשות הרב חזקיהו יוסף שרייבר הקרויה על שם מהרי""ל דיסקין"
מהרי״ץ,"מהרי""ץ (פירושונים)",רבנים מהאחרונים,1,hebrew,False,False,רבנים מהאחרונים:
מהרי״ץ,"מהרי""ץ (פירושונים)",מארי יחיא צאלח,3,hebrew,False,False,"מארי יחיא צאלח – מרבני תימן במאה ה-18, הראב""ד הקבוע השישי של בית דין צנעא בתימן"
מהרי״ץ,"מהרי""ץ (פירושונים)",יוסף צבי דושינסקי,97,hebrew,False,True,"יוסף צבי דושינסקי – גאב""ד העדה החרדית בירושלים, פוסק וראש ישיבה"
מהרי״ץ,"מהרי""ץ (פירושונים)",יהודה צבי ברנדויין (מקובל),6,hebrew,False,True,"יהודה צבי ברנדויין (מקובל) – היה רב ומקובל, גיסו ומממשיכי דרכו של הרב יהודה לייב הלוי אשלג, ""בעל הסולם"""
מהרי״ץ,"מהרי""ץ (פירושונים)",יהודה צבי ברנדויין (הראשון),6,hebrew,False,False,יהודה צבי ברנדויין (הראשון) – מייסד חסידות סטרטין
מהרי״ץ,"מהרי""ץ (פירושונים)",יצחק מוולוז'ין,39,hebrew,False,True,"יצחק מוולוז'ין – ראש ישיבת וולוז'ין, בנו של רבי חיים מוולוז'ין"
מהרי״ץ,"מהרי""ץ (פירושונים)",יוסף צבי דינר (או דונר),1,hebrew,False,False,"יוסף צבי דינר (או דונר) – בעל ""מנהגי מהרי""צ הלוי"" ו""מקדש הלוי"", ראב""ד UOHC"
מהרש״א,"מהרש""א (פירושונים)",שמואל אליעזר הלוי איידלס,33,hebrew,False,True,שמואל אליעזר הלוי איידלס – רב ומפרש התלמוד. 1555–1631
מהרש״א,"מהרש""א (פירושונים)","חידושי הלכות ואגדות מהרש""א",1,hebrew,False,False,"חידושי הלכות ואגדות מהרש""א – פירוש המהרש""א לתלמוד"
מהרש״א,"מהרש""א (פירושונים)",שלמה איגר,26,hebrew,False,True,"שלמה איגר – רבן של קאליש ופוזנן, בנו של רבי עקיבא איגר, 1787–1852 ידוע בהגהותיו על התלמוד בשם גיליון מהרש""א"
מהרש״א,"מהרש""א (פירושונים)",שלמה אליעזר אלפנדרי,34,hebrew,False,True,"שלמה אליעזר אלפנדרי – פוסק ומקובל נפטר ב-1930. ידוע בשם מהרש""א אלפנדרי"
מהרש״א,"מהרש""א (פירושונים)",שמעון אגסי,31,hebrew,False,False,"שמעון אגסי – מרבני בגדאד 1852–1914. מכונה גם הוא מהרש""א"
מהרש״ג,"מהרש""ג",רבי שמואל גאון,2,hebrew,False,True,רבי שמואל גאון - רבה של סלוניקי
מהרש״ג,"מהרש""ג",רבי שמעון גרינפלד,9,hebrew,False,True,"רבי שמעון גרינפלד - ראש ישיבה ופוסק הלכה הונגרי, דיין במונקאטש ורבה של סמיהאלי"
מהרש״ק,"מהרש""ק",רבי שמשון בן יצחק מקינון (לעיתים,2,hebrew,False,True,"רבי שמשון בן יצחק מקינון (לעיתים: מהרש""ק), בן המאה ה-13, כתב פירוש על ל""ב מידות שהתורה נדרשת בהן"
מהרש״ק,"מהרש""ק",ר' שמואל קאיידנובר,4,hebrew,False,True,"ר' שמואל קאיידנובר, רבי אהרן שמואל מקוידנוב - מגדולי התורה במאה ה-17"
מהרש״ק,"מהרש""ק",ר' שלמה קלוגר,7,hebrew,False,True,"ר' שלמה קלוגר, המגיד מברודי – רב, מנהיג, פוסק ודרשן מפורסם ממוצא פולני, מגדולי התורה באמצע המאה ה-19"
מהרש״ק,"מהרש""ק",ר' שלמה מקרלין,4,hebrew,False,True,"ר' שלמה מקרלין – נמנה בין תלמידיו של המגיד ממעזריטש, והיה תלמידו של רבי אהרן הגדול מקרלין"
מהרש״ק,"מהרש""ק",בני מהרשק,5,hebrew,False,False,"בני מהרשק – הפוליטרוק של הפלמ""ח"
מהרש״ק,"מהרש""ק",ישראל מהרשק,3,hebrew,False,False,ישראל מהרשק – חלוץ איש העלייה השלישית
מהרש״ק,"מהרש""ק",רבקה מהרשק,39,hebrew,False,False,רבקה מהרשק - חלוצה אשת העלייה השנייה. רעייתו הראשונה של לוי אשכול
מהרש״ק,"מהרש""ק","שמואל מהרש""ק",2,hebrew,False,False,"שמואל מהרש""ק – משורר, מחזאי, סופר ואיש חינוך רוסי ממוצא יהודי"
מל״ל,"מל""ל",משה לייב ליליינבלום,204,hebrew,True,False,משה לייב ליליינבלום – מראשי חובבי ציון ברוסיה
מל״ל,"מל""ל","כפר מל""ל",80,hebrew,False,False,"כפר מל""ל – מושב השייך למועצה אזורית דרום השרון ונקרא על שם משה לייב ליליינבלום"
מל״ל,"מל""ל",המטה לביטחון לאומי,235,hebrew,False,False,המטה לביטחון לאומי
מל״ל,"מל""ל","מל""ל (חברה)",2,hebrew,True,False,"מל""ל (חברה) – חברת מחשבים ולשכת שירות"
מל״ל,"מל""ל",המוסד לביטוח לאומי,619,hebrew,False,False,המוסד לביטוח לאומי
מל״מ,"מל""מ",המרכז למורשת המודיעין,272,hebrew,False,False,המרכז למורשת המודיעין
מל״מ,"מל""מ",מוליך למחצה,142,hebrew,True,False,מוליך למחצה – סוג של חומר המשמש ברכיבים אלקטרוניים
מל״מ,"מל""מ",מודיעין לקראת מבצע,3,hebrew,True,False,מודיעין לקראת מבצע
מל״מ,"מל""מ",מלם תים,16,hebrew,True,False,מלם תים – תאגיד ישראלי של חברות טכנולוגיית מידע
מל״מ,"מל""מ",מלם מערכות,13,hebrew,True,False,מלם מערכות – חברת תוכנה מרכזית בתאגיד מלם תים (במקור ראשי תיבות של מרכז למיכון משרדי)
מל״מ,"מל""מ","ארגון מל""מ - מתמודדים למען מתמודדים",7,hebrew,False,False,"ארגון מל""מ - מתמודדים למען מתמודדים – ארגון מתמודדי הנפש בישראל"
מל״מ,"מל""מ",מפעל מלמ,39,hebrew,True,False,מפעל מלמ – מפעל של התעשייה האווירית לישראל
מל״מ,"מל""מ",מוסמך למדעים,23,hebrew,True,False,"מוסמך למדעים – תואר אקדמי (באנגלית Master of Science, בלטינית Magister Scientiae)"
ממ״ג,"ממ""ג",מערכת מידע גאוגרפי,38,hebrew,True,False,מערכת מידע גאוגרפי – תוכנה לניתוח מידע גאוגרפי
ממ״ג,"ממ""ג",המרכז למחקר גרעיני,65,hebrew,False,False,המרכז למחקר גרעיני – מתקן למחקר גרעיני הממוקם בנחל שורק
ממ״ג,"ממ""ג",מצנח ממונע גלגלי,5,hebrew,True,False,מצנח ממונע גלגלי – כלי טיס ממונע אשר בו מצנח המשמש לעילוי
ממ״ג,"ממ""ג","מערכת מיקום גלובלית (ממ""ג)",2,hebrew,True,False,"מערכת מיקום גלובלית (ממ""ג) - כינוי עברי ל-GPS"
ממ״ד,"ממ""ד (פירושונים)",מרחב מוגן דירתי,11,hebrew,True,False,מרחב מוגן דירתי - מוגדר על פי החוק הישראלי כשטח בבניין המחוזק ביחס לחלקיו האחרים
ממ״ד,"ממ""ד (פירושונים)",המרכז למחקר מדיני,29,hebrew,False,False,המרכז למחקר מדיני – זרוע מחקרית מודיעינית של משרד החוץ הישראלי
ממ״ק,"ממ""ק",מרחב מוגן קומתי,5,hebrew,True,False,מרחב מוגן קומתי - ראה מרחב מוגן
ממ״ק,"ממ""ק",ממלא מקום קצין,11,hebrew,True,False,ממלא מקום קצין – ראה קצין
ממ״ק,"ממ""ק",מיליון מטר מעוקב,59,hebrew,True,False,מיליון מטר מעוקב – מידת נפח
מס״ב,"מס""ב",מרכז סליקה בנקאי,8,hebrew,True,False,מרכז סליקה בנקאי – חברה בבעלות משותפת של הבנקים העוסקת בהעברת כספים אלקטרונית
מס״ב,"מס""ב",מסע בין כוכבים,972,hebrew,True,False,"מסע בין כוכבים – סדרת טלוויזיה, סרטים, ספרים ודמויות מסוגת המדע הבדיוני"
מע״ר,"מע""ר",מרכז עסקים ראשי,50,hebrew,True,False,מרכז עסקים ראשי – מרכזה העסקי-פיננסי של העיר
מע״ר,"מע""ר",מגיש עזרה ראשונה,15,hebrew,True,True,"מגיש עזרה ראשונה – אדם שעבר קורס בעזרה ראשונה, בין אם בחברה פרטית ובין אם במד""א"
מע״ר,"מע""ר",מע'אר (בערבית: المغار),4,hebrew,True,False,מע'אר (בערבית: المغار) - עיר במחוז הצפון בישראל
מצ״ד,"מצ""ד",מחנה הציונות הדתית,9,hebrew,True,False,מחנה הציונות הדתית – מפלגה ציונית-דתית
מצ״ד,"מצ""ד",מספן הציוד,77,hebrew,True,False,מספן הציוד – יחידה ראשית במטה חיל הים הישראלי
מצ״ד,"מצ""ד",להק הציוד,49,hebrew,False,True,"להק הציוד – יחידה ראשית במטה חיל האוויר הישראלי; נקראה בעבר מחלקת ציוד (מצ""ד)"
מרת״א,"מרת""א",המרכז הרפואי תל אביב,182,hebrew,False,False,המרכז הרפואי תל אביב
מרת״א,"מרת""א",מועדון רצי תל אביב,2,hebrew,True,False,מועדון רצי תל אביב
מת״ן,"מת""ן",מועצת תנועות הנוער בישראל,71,hebrew,True,False,מועצת תנועות הנוער בישראל
מת״ן,"מת""ן","מת""ן - מכון תורני לנשים",8,hebrew,True,False,"מת""ן - מכון תורני לנשים – מדרשה תורנית לנשים בירושלים"
מת״ן,"מת""ן","מת""ן - מערכת תצפית ניידת",3,hebrew,True,False,"מת""ן - מערכת תצפית ניידת – מערכת תצפית בשימוש חיל האיסוף הקרבי"
ניל״י,"ניל""י (פירושונים)","מוזיאון ניל""י",14,hebrew,False,False,"מוזיאון ניל""י - מוזיאון השוכן בבית אהרנסון, שהיה ביתה של משפחת אהרנסון בזכרון יעקב"
ניל״י,"ניל""י (פירושונים)","אות ניל""י",54,hebrew,False,True,"אות ניל""י – אות שירות שהעניקה מדינת ישראל לכל מי שהיה חבר ניל""י בשנים 1915–1917, ראו אות שירות (ישראל)#אות ניל""י"
ניל״י,"ניל""י (פירושונים)","ניל""י (יישוב)",6,hebrew,True,True,"ניל""י (יישוב) – התנחלות ויישוב קהילתי בעל אופי חילוני באזור דרום-מערב השומרון, נוסד ב-1981"
ניל״י,"ניל""י (פירושונים)","גבעת ניל""י",17,hebrew,False,False,"גבעת ניל""י – מושב ברמת מנשה השייך למועצה אזורית אלונה, נוסד ב-1953"
ניל״י,"ניל""י (פירושונים)","חפ""ק ניל""י",5,hebrew,False,False,"חפ""ק ניל""י – יחידה של השב""כ שמטרתה הריגת כל פעילי החמאס שהשתתפו בטבח 7 באוקטובר, 2023"
נש״מ,"נש""מ",נשק מונחה,91,hebrew,True,False,נשק מונחה
נש״מ,"נש""מ",נציבות שירות המדינה,202,hebrew,True,False,נציבות שירות המדינה
נש״מ,"נש""מ",נותן שירותי מטבע,4,hebrew,True,False,נותן שירותי מטבע
נש״מ,"נש""מ",נקודת שיווי משקל,38,hebrew,True,False,נקודת שיווי משקל
סאפ,סאפ,SAP (חברה),3,hebrew,False,False,SAP (חברה) – חברת תוכנה אירופית בין–לאומית המייצרת מוצרי ERP
סאפ,סאפ,סאפ לאבס ישראל,4,hebrew,True,False,סאפ לאבס ישראל – חברה בת ישראלית של חברת SAP
סאפ,סאפ,SAP (מפלגה),2,hebrew,False,False,SAP (מפלגה) – הסוציאל-דמוקרטים (מפלגה שוודית)
סאפ,סאפ,SAP (חומר),2,hebrew,False,False,SAP (חומר) – סוג של פולימר שיכול לספוג ולאצור כמויות גדולות ביותר של נוזל
סאפ,סאפ,סאפ (גלישה),3,hebrew,True,False,סאפ (גלישה) (SUP) – ספורט ימי שמקורו בגלישת גלים
סאפ,סאפ,Sap (אלבום),2,hebrew,False,False,Sap (אלבום) – אלבום של להקת אליס אין צ'יינס משנת 1992
סאפ,סאפ,בוב סאפ,10,hebrew,False,False,"בוב סאפ (Sapp; יליד 1973) – קיקבוקסר, לוחם אומנות משולבת, מתאבק, שחקן קולנוע ושחקן פוטבול אמריקאי"
סמ״ר,"סמ""ר",סמל ראשון,336,hebrew,True,False,"סמל ראשון – דרגה בצה""ל, במשטרת ישראל ובצבאות שונים"
סמ״ר,"סמ""ר",סנטימטר רבוע,12,hebrew,True,False,סנטימטר רבוע – יחידת שטח קטנה
סמ״ר,"סמ""ר",ספינת משמר,78,hebrew,True,False,ספינת משמר
עכו״ם,"עכו""ם",פגניות,169,hebrew,False,False,פגניות – דתות פוליתאיסטיות
עכו״ם,"עכו""ם",עבודה זרה,1166,hebrew,False,False,עבודה זרה – יחסה של היהדות כלפי הפגניות
עכו״ם,"עכו""ם",גוי,704,hebrew,False,False,"גוי – מי שאינו יהודי; בספרות הרבנית המצונזרת נקרא גם עַכּוּ""ם"
עכו״ם,"עכו""ם",הלכות הרחקה מגויים,18,hebrew,False,False,הלכות הרחקה מגויים – הלכות הנוגעים לקשרים חברתיים בין יהודים לגויים
פאג״י,"פאג""י (פירושונים)","פא""י (פועלי אגודת ישראל)",5,hebrew,True,False,"פא""י (פועלי אגודת ישראל) - תנועה פוליטית-התיישבותית חרדית שנוסדה בפולין ופעלה בארץ ישראל ובמדינת ישראל"
פאג״י,"פאג""י (פירושונים)","בנק פאג""י",8,hebrew,False,False,"בנק פאג""י – בנק ישראלי שנוסד על ידי פועלי אגודת ישראל"
פאג״י,"פאג""י (פירושונים)","שיכון פאג""י",51,hebrew,False,False,"שיכון פאג""י – שכונה בירושלים שנוסדה על ידי פאג""י}}"
פלמ״ח,"פלמ""ח (פירושונים)","כוח צבאי של ""ההגנה""",31,hebrew,False,False,"פלמ""ח – כוח צבאי של ""ההגנה"""
פלמ״ח,"פלמ""ח (פירושונים)","פלמ""ח (אוניית מעפילים)",2,hebrew,True,False,"פלמ""ח (אוניית מעפילים) – אוניית מעפילים"
פלמ״ח,"פלמ""ח (פירושונים)","פלמ""ח צובה",10,hebrew,True,False,"פלמ""ח צובה – קיבוץ שהוקם על ידי חברי הפלמ""ח"
