item_id,acronym,sentence,provisional_expansion,sense_id,gold_expansion,label_status,n_candidates,candidates,provenance,multi_sense_type,source,page_title,review_verdict,review_note,label_origin,category
ha-02571,פס״ר,פס״ר או פסיקתא רבתא הוא שמו של מדרש אגדה מסוג פסיקתא.,פסיקתא רבתי,פס״ר.02,פסיקתא רבתי,weak,2,פסיק רישא | פסיקתא רבתי,substituted,yes,wikipedia,פסיקתא רבתי,unreviewed,,substitution,wiki_substituted
ha-02572,פס״ר,"ב""פס״ר"" קיימת גם דרשות מסוג חדש המובאות כתשובה לשאלה בענייני הלכה או אגדה, ולאו דווקא מעניין החגים והשבתות; דרשות אלו פותחות במילים ""ילמדנו רבינו"" (בדומה למדרש תנחומא).",פסיקתא רבתי,פס״ר.02,פסיקתא רבתי,weak,2,פסיק רישא | פסיקתא רבתי,substituted,yes,wikipedia,פסיקתא רבתי,unreviewed,,substitution,wiki_substituted
ha-02573,פס״ר,"כמו שאר הפסיקתאות, אף פס״ר כתובה בלשון הקודש.",פסיקתא רבתי,פס״ר.02,פסיקתא רבתי,weak,2,פסיק רישא | פסיקתא רבתי,substituted,yes,wikipedia,פסיקתא רבתי,unreviewed,,substitution,wiki_substituted
ha-00703,ב״ר,"הוא הוצב ביחידה העוסקת בפיצוח צפנים, עבר קורס קצינים ומונה לקצין ב״ר שעסק במידע אודות הצבא הסורי.",בינה רשתית,ב״ר.01,בינה רשתית,weak,3,בן רבי | בראשית רבה | בינה רשתית,substituted,yes,wikipedia,עמוס לוינברג,unreviewed,,substitution,wiki_substituted
ha-00704,ב״ר,"בדומה לקציני ב״ר אחרים באותה עת, לא הוכשר לוינברג להתמודדות עם הלחץ הנפשי העצום שהופעל על חיילים בשבי הסורי.",בינה רשתית,ב״ר.01,בינה רשתית,weak,3,בן רבי | בראשית רבה | בינה רשתית,substituted,yes,wikipedia,עמוס לוינברג,unreviewed,,substitution,wiki_substituted
ha-00705,ב״ר,היה קצין ב״ר של האמצעים המיוחדים בתקופה שקדמה למלחמת יום הכיפורים.,בינה רשתית,ב״ר.01,בינה רשתית,weak,3,בן רבי | בראשית רבה | בינה רשתית,substituted,yes,wikipedia,ספי בן-יוסף,unreviewed,,substitution,wiki_substituted
ha-00706,ב״ר,רבי חנינא ב״ר יוסי הגלילי היה תנא שחי במאה ה-2.,בן רבי,ב״ר.02,בן רבי,weak,3,בן רבי | בראשית רבה | בינה רשתית,substituted,yes,wikipedia,רבי חנינא בן רבי יוסי הגלילי,unreviewed,,substitution,wiki_substituted
ha-00707,ב״ר,"נקבר, לפי המסורת, ביישוב דלתון בגליל, בסמוך לקבר אביו רבי יוסי הגלילי, ואחיו רבי אליעזר ב״ר יוסי הגלילי ושמואל ב״ר יוסי הגלילי.",בן רבי,ב״ר.02,בן רבי,weak,3,בן רבי | בראשית רבה | בינה רשתית,substituted,yes,wikipedia,רבי חנינא בן רבי יוסי הגלילי,unreviewed,,substitution,wiki_substituted
ha-00708,ב״ר,"נקבר סמוך לקבר אביו ואחיו רבי שמואל ב״ר יוסי הגלילי, במושב דלתון.",בן רבי,ב״ר.02,בן רבי,weak,3,בן רבי | בראשית רבה | בינה רשתית,substituted,yes,wikipedia,רבי אליעזר בן רבי יוסי הגלילי,unreviewed,,substitution,wiki_substituted
ha-00709,ב״ר,"ב״ר הוא מדרש אגדה אמוראי על ספר בראשית, שנוצר בארץ ישראל ונערך או במאה הרביעית או במאה החמישית או במאה השישית.",בראשית רבה,ב״ר.03,בראשית רבה,weak,3,בן רבי | בראשית רבה | בינה רשתית,substituted,yes,wikipedia,בראשית רבה,unreviewed,,substitution,wiki_substituted
ha-00710,ב״ר,סופו של המדרש הוא כנראה תוספת מאוחרת שסופחה למדרש ב״ר המקורי בסביבות המאה ה־11 או המאה ה־12.,בראשית רבה,ב״ר.03,בראשית רבה,weak,3,בן רבי | בראשית רבה | בינה רשתית,substituted,yes,wikipedia,בראשית רבה,unreviewed,,substitution,wiki_substituted
ha-00711,ב״ר,"עפרה מאיר, שואלים על החיים - סיפורים נבחרים ממדרש ב״ר, הוצאת הקיבוץ המאוחד, 2000.",בראשית רבה,ב״ר.03,בראשית רבה,weak,3,בן רבי | בראשית רבה | בינה רשתית,substituted,yes,wikipedia,בראשית רבה,unreviewed,,substitution,wiki_substituted
ha-02564,פח״מ,"פח״מ ידועות רבות הן למעשה איזומרים האחת של השנייה: גלוקוז וגלקטוז, למשל.",פחמימות,פח״מ.01,פחמימות,weak,2,פחמימות | פעימות חדריות מוקדמות,substituted,no,wikipedia,פחמימה,unreviewed,,substitution,wiki_substituted
ha-02565,פח״מ,זיהוי תאים – פח״מ נמצאות על-גבי הממברנה החיצונית של רוב התאים ומאפשרות את זיהויו של סוג התא - זיהוי זה חיוני לתפקודם התקין של המערכות הביולוגיות באורגניזמים ביניהן מערכת החיסון.,פחמימות,פח״מ.01,פחמימות,weak,2,פחמימות | פעימות חדריות מוקדמות,substituted,no,wikipedia,פחמימה,unreviewed,,substitution,wiki_substituted
ha-02566,פח״מ,הגבלה של פח״מ בתזונה תוביל להרזיה על ידי ייצור אנרגיה משומנים.,פחמימות,פח״מ.01,פחמימות,weak,2,פחמימות | פעימות חדריות מוקדמות,substituted,no,wikipedia,פחמימה,unreviewed,,substitution,wiki_substituted
ha-02631,פ״ק,"ב-11 ביוני 1713 הפך כלל בלתי מחייב זה למה שנקרא ""פ״ק 66"" (Standing Order 66) ועל פיה, ""בית הנבחרים לא יצביע עבור שום תקציב עבור שום מטרה, למעט על פי בקשה של אחד משרי הכתר"".",פקודת קבע,פ״ק.01,פקודת קבע,weak,3,פרק קמא | פקודת קבע | פרופיל קרבי,substituted,no,wikipedia,ראש ממשלת בריטניה,unreviewed,,substitution,wiki_substituted
ha-02632,פ״ק,פ״ק 66 נותרה תקפה עד היום (אף על פי שכיום היא ממוספרת במספר 48) ולא השתנתה במשך שלוש מאות שנים.,פקודת קבע,פ״ק.01,פקודת קבע,weak,3,פרק קמא | פקודת קבע | פרופיל קרבי,substituted,no,wikipedia,ראש ממשלת בריטניה,unreviewed,,substitution,wiki_substituted
ha-02633,פ״ק,מעבר להשגת הכוונה המקורית שלה – ליצור יציבות בתהליך התקציבי – נתנה פ״ק 66 לכתר את תפקיד הנהגת בית הנבחרים והלורד הראשון של האוצר קיבל תפקיד מוביל בקרב השרים.,פקודת קבע,פ״ק.01,פקודת קבע,weak,3,פרק קמא | פקודת קבע | פרופיל קרבי,substituted,no,wikipedia,ראש ממשלת בריטניה,unreviewed,,substitution,wiki_substituted
ha-02634,פ״ק,"ישנם ביני""שים בעלי פ״ק המתגייסים לתובלה מסיבות שונות, ביניהם כאלה שנזקקים לתנאי שירות גמישים יותר בגלל היותם נשואים וכאלה שמתגייסים לתובלה מסיבות של נוחות.",פרופיל קרבי,פ״ק.02,פרופיל קרבי,weak,3,פרק קמא | פקודת קבע | פרופיל קרבי,substituted,no,wikipedia,מרכז ההובלה,unreviewed,,substitution,wiki_substituted
ha-00802,דה״כ,"כך, מדברי אביי בתלמוד הבבלי עולה שגם ביאה שלא כדרכה נחשבת כביאה לעניין קידושין: ”אמר להו אביי: עד כאן לא פליגי רבי ורבנן - אלא באחר, אבל בעל - דה״כ אם בא עליה שלא כדרכה - עשאה בעולה”.",דברי הכל,דה״כ.01,דברי הכל,weak,2,דברי הכתוב | דברי הכל,substituted,no,wikipedia,ביאה שלא כדרכה,unreviewed,,substitution,wiki_substituted
ha-00803,דה״כ,"הראיה היא מכך שאם יצטרכו ליישם את דה״כ באופן מילולי, אז יכול לצאת מקרה שבו הפער בשווי בין השוורים יביא לכך שהניזק יפוצה ביותר משווי הנזק.",דברי הכתוב,דה״כ.02,דברי הכתוב,weak,2,דברי הכתוב | דברי הכל,substituted,no,wikipedia,קרן (אב נזיקין),unreviewed,,substitution,wiki_substituted
ha-02285,סל״ש,"מאומן בלחימה, גרייווס פיתח צורת לחימה לא שגרתית: הוא משתמש במהירות גדולה, ומסובב את חרבות האור ב-20 סל״ש, מה שקורע את יריבו לגזריו (פרט לאויבים מיוחדים המיומנים בסיף).",סיבובים לשנייה,סל״ש.01,סיבובים לשנייה,weak,4,סיביות לשנייה | סיבובים לשנייה | אנגלית: bps | אנגלית: rps,substituted,yes,wikipedia,גנרל גרייווס,unreviewed,,substitution,wiki_substituted
ha-02286,סל״ש,"כתוצאה מהקריסה (ושימור תנע זוויתי), כוכבי נייטרונים צעירים נוטים להיות בעלי מהירויות סיבוב גבוהות מאוד, בסדר גודל של אלפי סל״ש.",סיבובים לשנייה,סל״ש.01,סיבובים לשנייה,weak,4,סיביות לשנייה | סיבובים לשנייה | אנגלית: bps | אנגלית: rps,substituted,yes,wikipedia,סיבוב עצמי של כוכב,unreviewed,,substitution,wiki_substituted
ha-02287,סל״ש,"משהזינו את המנוע ב-ATP, החל המנוע להסתובב וסובב את מחט הניקל בתדירות של שמונה סל״ש.",סיבובים לשנייה,סל״ש.01,סיבובים לשנייה,weak,4,סיביות לשנייה | סיבובים לשנייה | אנגלית: bps | אנגלית: rps,substituted,yes,wikipedia,ביוננוטכנולוגיה,unreviewed,,substitution,wiki_substituted
ha-02288,סל״ש,"לאחר מכן, הגיעה טכנולוגיית ISDN, שאיפשרה חיבור בקצב 64 קילו־סל״ש בקו בודד, או 128 קילו־סל״ש בקו כפול.",סיביות לשנייה,סל״ש.02,סיביות לשנייה,weak,4,סיביות לשנייה | סיבובים לשנייה | אנגלית: bps | אנגלית: rps,substituted,yes,wikipedia,אינטרנט,unreviewed,,substitution,wiki_substituted
ha-02289,סל״ש,"בשנים האחרונות החלה להיפרס תשתית סיבים אופטיים, המאפשרת חיבור במהירויות המגיעות עד 1,000 מגה-סל״ש, המאפשרת שירותים מתקדמים כגון שרותי טלוויזיה על גבי האינטרנט ועוד.",סיביות לשנייה,סל״ש.02,סיביות לשנייה,weak,4,סיביות לשנייה | סיבובים לשנייה | אנגלית: bps | אנגלית: rps,substituted,yes,wikipedia,אינטרנט,unreviewed,,substitution,wiki_substituted
ha-02290,סל״ש,הממשק נקרא גם Advanced Technology Attachment ATA כאשר תקן ATA33 נותן קצב מקסימלי של 33 מגה סל״ש והתקן המהיר ביותר כיום ATA133 נותן קצב מקסימלי של 133 מגה סל״ש.,סיביות לשנייה,סל״ש.02,סיביות לשנייה,weak,4,סיביות לשנייה | סיבובים לשנייה | אנגלית: bps | אנגלית: rps,substituted,yes,wikipedia,בקר IDE,unreviewed,,substitution,wiki_substituted
ha-02292,סמ״ט,"בשנים 2002–2006 שימש סמ״ט 190, בשנים 2006–2010 שימש סמ״ט 113 ובשנים 2010–2014 על טייסת 160.",סגן מפקד טייסת,סמ״ט.01,סגן מפקד טייסת,weak,3,סימן טוב | סגן מפקד טייסת | סור מרע ועשה טוב,substituted,yes,wikipedia,נעם ריף,unreviewed,,substitution,wiki_substituted
ha-02293,סמ״ט,"בהמשך שירותו בחיל האוויר שימש סמ״ט, פיקד על טייסת 102 בשנים 1999 עד 2001 ועל טייסת 101 בשנים 2001 עד 2003.",סגן מפקד טייסת,סמ״ט.01,סגן מפקד טייסת,weak,3,סימן טוב | סגן מפקד טייסת | סור מרע ועשה טוב,substituted,yes,wikipedia,אריאל בריקמן,unreviewed,,substitution,wiki_substituted
ha-02294,סמ״ט,"בהמשך שירותו שירת כטייס סקייהוק, הוא שימש סמ״ט 115 במלחמת ההתשה.",סגן מפקד טייסת,סמ״ט.01,סגן מפקד טייסת,weak,3,סימן טוב | סגן מפקד טייסת | סור מרע ועשה טוב,substituted,yes,wikipedia,דן פסח,unreviewed,,substitution,wiki_substituted
ha-02295,סמ״ט,"ישנם הסברים נוספים, כגון ""סמ״ט"", הגירושין מייצגים את הסרת המניעה (סור מרע), והקידושין מייצגים את בניין הבית החיובי (עשה טוב), או כדי לסיים בדבר חיובי.",סור מרע ועשה טוב,סמ״ט.03,סור מרע ועשה טוב,weak,3,סימן טוב | סגן מפקד טייסת | סור מרע ועשה טוב,substituted,yes,wikipedia,מסכת קידושין,unreviewed,,substitution,wiki_substituted
ha-02296,סמ״ט,"הלך אליו רבי ינאי, והרוכל הוציא לו ספר תהלים והראה לו את הפסוק ""מי האיש החפץ חיים"", שכתוב אחריו ""נצור לשונך מרע סמ״ט"".",סור מרע ועשה טוב,סמ״ט.03,סור מרע ועשה טוב,weak,3,סימן טוב | סגן מפקד טייסת | סור מרע ועשה טוב,substituted,yes,wikipedia,שומר פיו ולשונו שומר מצרות נפשו,unreviewed,,substitution,wiki_substituted
ha-02297,סמ״ט,אחד מהדגשים ששם בר סמ״ט בתקופת כהונתו הוא תחום הרפואה המונעת וקידום בריאות הציבור.,סימן טוב,סמ״ט.02,סימן טוב,weak,3,סימן טוב | סגן מפקד טייסת | סור מרע ועשה טוב,substituted,yes,wikipedia,משה בר סימן טוב,unreviewed,,substitution,wiki_substituted
ha-02298,סמ״ט,"במהלך התמודדות עם התפרצות נגיף הקורונה בישראל, מילא בר סמ״ט תפקיד מרכזי בניהול והתמודדות עם המשבר.",סימן טוב,סמ״ט.02,סימן טוב,weak,3,סימן טוב | סגן מפקד טייסת | סור מרע ועשה טוב,substituted,yes,wikipedia,משה בר סימן טוב,unreviewed,,substitution,wiki_substituted
ha-02299,סמ״ט,"כבר ב-2 בפברואר חתם בר סמ״ט על צו להתמודדות עם הנגיף, וצו זה התעדכן ככל שההתפרצות הקיפה מדינות נוספות.",סימן טוב,סמ״ט.02,סימן טוב,weak,3,סימן טוב | סגן מפקד טייסת | סור מרע ועשה טוב,substituted,yes,wikipedia,משה בר סימן טוב,unreviewed,,substitution,wiki_substituted
ha-00425,בא״ש,"בא״ש היא עיר במחוז הדרום המשמשת בירת המחוז (ולעיתים מכונה ""בירת הנגב"").",באר שבע,בא״ש.01,באר שבע,weak,2,באר שבע | בני אברהם שפירא,substituted,no,wikipedia,באר שבע,unreviewed,,substitution,wiki_substituted
ha-00426,בא״ש,"שטח השיפוט של בא״ש הוא 117,500 דונם, ובשטח השיפוט היא הרביעית בגודלה בישראל והשלישית במחוז הדרום, אחרי דימונה וערד.",באר שבע,בא״ש.01,באר שבע,weak,2,באר שבע | בני אברהם שפירא,substituted,no,wikipedia,באר שבע,unreviewed,,substitution,wiki_substituted
ha-00427,בא״ש,"העיר שוכנת בצפון הנגב, בקצה המערבי של בקעת בא״ש.",באר שבע,בא״ש.01,באר שבע,weak,2,באר שבע | בני אברהם שפירא,substituted,no,wikipedia,באר שבע,unreviewed,,substitution,wiki_substituted
ha-02860,רמ״א,רמ״א האחראי עליהם כפוף למתאם הפעולות בשטחים ולשר הביטחון.,ראש המנהל האזרחי,רמ״א.01,ראש המנהל האזרחי,weak,5,שנה עברית | ראש המנהל האזרחי | ראש המפקדה הארצית | רבי משה איסרליש | רפאל משה אלבז,substituted,yes,wikipedia,המנהל האזרחי,unreviewed,,substitution,wiki_substituted
ha-02861,רמ״א,ב־2006 מונה לסגן רמ״א בדרגת אלוף-משנה ומילא תפקיד זה עד שחרורו משירות הקבע במרץ 2011.,ראש המנהל האזרחי,רמ״א.01,ראש המנהל האזרחי,weak,5,שנה עברית | ראש המנהל האזרחי | ראש המפקדה הארצית | רבי משה איסרליש | רפאל משה אלבז,substituted,yes,wikipedia,בן חור אחוות,unreviewed,,substitution,wiki_substituted
ha-02862,רמ״א,"עם כניסתו של שלמה איליה לתפקיד רמ״א השתנתה המדיניות הישראלית, נאסר על אגודות הכפרים לעסוק בפעילות מדינית והן דעכו ונעלמו.",ראש המנהל האזרחי,רמ״א.01,ראש המנהל האזרחי,weak,5,שנה עברית | ראש המנהל האזרחי | ראש המפקדה הארצית | רבי משה איסרליש | רפאל משה אלבז,substituted,yes,wikipedia,מנחם מילסון,unreviewed,,substitution,wiki_substituted
ha-02863,רמ״א,"משה סנה (קליינבוים; 6 בינואר 1909 – 1 במרץ 1972) היה איש ציבור ישראלי, רמ״א של ""ההגנה"", הוגה דעות, חבר הכנסת, מנהיג ופובליציסט.",ראש המפקדה הארצית,רמ״א.02,ראש המפקדה הארצית,weak,5,שנה עברית | ראש המנהל האזרחי | ראש המפקדה הארצית | רבי משה איסרליש | רפאל משה אלבז,substituted,yes,wikipedia,משה סנה,unreviewed,,substitution,wiki_substituted
ha-02864,רמ״א,"רמ״א משה סנה התפטר מתפקידו לאות מחאה, ואת מקומו תפס ישראל גלילי.",ראש המפקדה הארצית,רמ״א.02,ראש המפקדה הארצית,weak,5,שנה עברית | ראש המנהל האזרחי | ראש המפקדה הארצית | רבי משה איסרליש | רפאל משה אלבז,substituted,yes,wikipedia,ההגנה,unreviewed,,substitution,wiki_substituted
ha-02865,רמ״א,"יוחנן רטנר: רמ״א הראשון של ""ההגנה"" בשנים 1937–1939.",ראש המפקדה הארצית,רמ״א.02,ראש המפקדה הארצית,weak,5,שנה עברית | ראש המנהל האזרחי | ראש המפקדה הארצית | רבי משה איסרליש | רפאל משה אלבז,substituted,yes,wikipedia,ההגנה,unreviewed,,substitution,wiki_substituted
ha-02866,רמ״א,"רק כתריסר מצבות שרדו את תקופת השואה, וביניהם מצבותיהם של רמ״א ובני משפחתו.",רבי משה איסרליש,רמ״א.04,רבי משה איסרליש,weak,5,שנה עברית | ראש המנהל האזרחי | ראש המפקדה הארצית | רבי משה איסרליש | רפאל משה אלבז,substituted,yes,wikipedia,"בית כנסת הרמ""א",unreviewed,,substitution,wiki_substituted
ha-02867,רמ״א,"חלק מהמצבות ששוקמו הן של רבנים ומנהיגי קהילה נודעים, וזו של רמ״א היא הנודעת ביותר.",רבי משה איסרליש,רמ״א.04,רבי משה איסרליש,weak,5,שנה עברית | ראש המנהל האזרחי | ראש המפקדה הארצית | רבי משה איסרליש | רפאל משה אלבז,substituted,yes,wikipedia,בית הקברות היהודי העתיק בקרקוב,unreviewed,,substitution,wiki_substituted
ha-02868,רמ״א,"בנוסף נמצאו איגרות ומכתבים רבים שכתב רבי רמ״א, ובפרט נודעו כחשובות איגרות שמתארות את החיים היהודים במרוקו בתקופתו.",רפאל משה אלבז,רמ״א.03,רפאל משה אלבז,weak,5,שנה עברית | ראש המנהל האזרחי | ראש המפקדה הארצית | רבי משה איסרליש | רפאל משה אלבז,substituted,yes,wikipedia,רפאל משה אלבז,unreviewed,,substitution,wiki_substituted
ha-02869,רמ״א,"רמ״א, עטרת פז, דפוס שרביט או חזזאן, פאס, 1940.",רפאל משה אלבז,רמ״א.03,רפאל משה אלבז,weak,5,שנה עברית | ראש המנהל האזרחי | ראש המפקדה הארצית | רבי משה איסרליש | רפאל משה אלבז,substituted,yes,wikipedia,רפאל משה אלבז,unreviewed,,substitution,wiki_substituted
ha-02870,רמ״א,"רמ״א, ספר שאלות ותשובות הלכה למשה (עריכה וההדרה: משה עמאר), זיו המערב, 1980.",רפאל משה אלבז,רמ״א.03,רפאל משה אלבז,weak,5,שנה עברית | ראש המנהל האזרחי | ראש המפקדה הארצית | רבי משה איסרליש | רפאל משה אלבז,substituted,yes,wikipedia,רפאל משה אלבז,unreviewed,,substitution,wiki_substituted
ha-02871,רמ״א,המספר המשתנה של חודשי השנה שומר על הקבלה בין רמ״א ממוצעת למחזור השמש.,שנה עברית,רמ״א.05,שנה עברית,weak,5,שנה עברית | ראש המנהל האזרחי | ראש המפקדה הארצית | רבי משה איסרליש | רפאל משה אלבז,substituted,yes,wikipedia,הלוח העברי,unreviewed,,substitution,wiki_substituted
ha-01615,מב״ו,חסרי האמצעים נאלצים לבנות הכוח שלהם מב״ו.,מבשר ודם,מב״ו.02,מבשר ודם,weak,2,מלך בשר ודם | מבשר ודם,substituted,no,wikipedia,סול אלינסקי,unreviewed,,substitution,wiki_substituted
ha-01616,מב״ו,"אחד מספריו המתורגמים ביותר הוא ""מב״ו"" משנת 1954.",מלך בשר ודם,מב״ו.01,מלך בשר ודם,weak,2,מלך בשר ודם | מבשר ודם,substituted,no,wikipedia,משה שמיר,unreviewed,,substitution,wiki_substituted
ha-01617,מב״ו,"הדרשן פותח בהליך הקישור, ראשית הוא מראה שבמשלי אין מדובר על מב״ו אחרת היה יכול לכתוב ""דבר במשפט יעמיד ארץ"", לאחר המסקנה הזאת ניתן לומר שה' ברא את העולם במשפט כלומר בכוח הדין.",מלך בשר ודם,מב״ו.01,מלך בשר ודם,weak,2,מלך בשר ודם | מבשר ודם,substituted,no,wikipedia,בראשית רבה,unreviewed,,substitution,wiki_substituted
ha-01618,מב״ו,"הציונות רואה עצמה כממשיכת דרכם במובנים רבים, ויצירות אמנות כספר ""מב״ו"" של משה שמיר העוסק בדמותו של אלכסנדר ינאי, מדגישות את הכוח והעוצמה שהיו בממלכה החשמונאית, כמו את הקו הטראגי שנלווה לבניה.",מלך בשר ודם,מב״ו.01,מלך בשר ודם,weak,2,מלך בשר ודם | מבשר ודם,substituted,no,wikipedia,חשמונאים,unreviewed,,substitution,wiki_substituted
ha-00169,אש״ל,"המשמע האחר הוא עונת הדיש, זמן הבאת היבול אל הגורן, למשל: ""אש״ל אלא ימתין עד שתגיע גורן"".",אין שומעין לו,אש״ל.02,אין שומעין לו,weak,3,אין שומעין לו | איפה שלמה | אכילה שתיה לינה,substituted,yes,wikipedia,גורן,unreviewed,,substitution,wiki_substituted
ha-00170,אש״ל,ואם אמר 'תנו לי ואני לוקח לעצמי' אש״ל אלא לוקחין ונותנין לו.,אין שומעין לו,אש״ל.02,אין שומעין לו,weak,3,אין שומעין לו | איפה שלמה | אכילה שתיה לינה,substituted,yes,wikipedia,מיסים ביהדות,unreviewed,,substitution,wiki_substituted
ha-00171,אש״ל,"לאחר פטירתו הוציאו בניו את חידושי תורתו בשני ספרים: ""מתנות אהרן"" ו""אש״ל"".",איפה שלמה,אש״ל.01,איפה שלמה,weak,3,אין שומעין לו | איפה שלמה | אכילה שתיה לינה,substituted,yes,wikipedia,אהרן יעקב פרוש,unreviewed,,substitution,wiki_substituted
ha-00172,אש״ל,"נישא למלכה בת הרב אהרן יעקב פרוש, גזבר מוסדות עץ חיים ומחבר הספר ""אש״ל"".",איפה שלמה,אש״ל.01,איפה שלמה,weak,3,אין שומעין לו | איפה שלמה | אכילה שתיה לינה,substituted,yes,wikipedia,זונדל קרויזר,unreviewed,,substitution,wiki_substituted
ha-00173,אש״ל,"בספר בית לחם יהודה מובא כי רבי יהודה פתיה כותב מפיו את חיבורו ""אש״ל"".",איפה שלמה,אש״ל.01,איפה שלמה,weak,3,אין שומעין לו | איפה שלמה | אכילה שתיה לינה,substituted,yes,wikipedia,חיים שאול הכהן דוויק,unreviewed,,substitution,wiki_substituted
ha-00822,דמ״צ,דמ״צ בתעוזה קרן הון סיכון (עד לינואר 1995).,דירקטור מקרב הציבור,דמ״צ.02,דירקטור מקרב הציבור,weak,2,דרישות מבצעיות | דירקטור מקרב הציבור,substituted,no,wikipedia,יצחק חופי,unreviewed,,substitution,wiki_substituted
ha-00823,דמ״צ,"תחת זאת, הגדיר חיל האוויר הישראלי לג'נרל דיינמיקס דמ״צ לגרסה זולה יותר של הטיל, שכונתה ""אגרוף סגול"", אותה ניתן יהיה לשגר גם ממטוסי F-4 פנטום שאינם ייעודיים למשימות דיכוי הגנה אווירית.",דרישות מבצעיות,דמ״צ.01,דרישות מבצעיות,weak,2,דרישות מבצעיות | דירקטור מקרב הציבור,substituted,no,wikipedia,AGM-78 סטנדרד ארם,unreviewed,,substitution,wiki_substituted
ha-00824,דמ״צ,"המשרד מגבש דמ״צ לפיתוח אמצעים חדשים, תכנונם ושילובם בכלי הטיס, תוך הכנסת שיפורים טכנולוגיים ומודרניזציה מהירה.",דרישות מבצעיות,דמ״צ.01,דרישות מבצעיות,weak,2,דרישות מבצעיות | דירקטור מקרב הציבור,substituted,no,wikipedia,פיקוד מבצעי אוויר מיוחדים של צבא ארצות הברית,unreviewed,,substitution,wiki_substituted
ha-00825,דמ״צ,"ביולי 2005 הוארכה התוכנית ל-25 שנה בעקבות דמ״צ שנוצרו לאחר אירועי 11 בספטמבר, ושווי החוזה הועלה ל-25 מיליארד דולר.",דרישות מבצעיות,דמ״צ.01,דרישות מבצעיות,weak,2,דרישות מבצעיות | דירקטור מקרב הציבור,substituted,no,wikipedia,הקאטרים מסדרת לג'נד,unreviewed,,substitution,wiki_substituted
ha-00109,אח״ם,"יגאל בן שלום (נולד ב-1964) הוא קצין משטרה ישראלי בדימוס בדרגת ניצב, כיהן כראש אח״ם.",אגף החקירות והמודיעין,אח״ם.01,אגף החקירות והמודיעין,weak,2,אגף החקירות והמודיעין | אישיות חשובה מאוד,substituted,no,wikipedia,יגאל בן-שלום (קצין משטרה),unreviewed,,substitution,wiki_substituted
ha-00110,אח״ם,"גדיאל (גדי) סיסו (נולד ב-1962) הוא קצין משטרה ישראלי בדימוס בדרגת ניצב, כיהן כראש אח״ם.",אגף החקירות והמודיעין,אח״ם.01,אגף החקירות והמודיעין,weak,2,אגף החקירות והמודיעין | אישיות חשובה מאוד,substituted,no,wikipedia,גדי סיסו,unreviewed,,substitution,wiki_substituted
ha-00111,אח״ם,"מנחם (מני) יצחקי (נולד ב-1956) הוא ניצב בדימוס במשטרת ישראל, כיהן כראש אח״ם.",אגף החקירות והמודיעין,אח״ם.01,אגף החקירות והמודיעין,weak,2,אגף החקירות והמודיעין | אישיות חשובה מאוד,substituted,no,wikipedia,מני יצחקי,unreviewed,,substitution,wiki_substituted
ha-00112,אח״ם,"במהלך תקופת ההתארגנות סייר צבי נצר, בזהות של פאן חרקובסקי, לאורך הגבול בחברת קצינים פולניים ודאג ששומרי הגבול יתרשמו שהוא ""אח״ם"".",אישיות חשובה מאוד,אח״ם.02,אישיות חשובה מאוד,weak,2,אגף החקירות והמודיעין | אישיות חשובה מאוד,substituted,no,wikipedia,פרשת הבריחה אחרי פוגרום קיילצה,unreviewed,,substitution,wiki_substituted
ha-00096,או״ק,"ברשת תקשורת, או״ק הוא זיהוי ייחודי של משדר ברשת.",אות קריאה,או״ק.01,אות קריאה,weak,2,אות קריאה | אישות וקבורה,substituted,no,wikipedia,אות קריאה,unreviewed,,substitution,wiki_substituted
ha-00097,או״ק,"כמו כן, ישנם אותות קריאה ייחודיים לתחנות ניידות: או״ק לתחנה ניידת במכונית יורכב מאות הקריאה הרגיל של החובב, בתוספת קו נטוי והאות M, שמציינת Mobile (לדוגמה: 4X7XX/M).",אות קריאה,או״ק.01,אות קריאה,weak,2,אות קריאה | אישות וקבורה,substituted,no,wikipedia,אות קריאה,unreviewed,,substitution,wiki_substituted
ha-00098,או״ק,"או״ק לתחנה ניידת בכלי שיט יורכב מאות הקשר הרגיל של החובב, בתוספת קו נטוי והאותיות MM שמציינות Maritime Mobile (לדוגמה: 4X4AA/MM).",אות קריאה,או״ק.01,אות קריאה,weak,2,אות קריאה | אישות וקבורה,substituted,no,wikipedia,אות קריאה,unreviewed,,substitution,wiki_substituted
ha-01074,ז״י,"ז״י הן סוג של קניין רוחני המעניק לבעליה את הזכות החוקית הבלעדית להעתיק, להפיץ, להתאים, להציג ולבצע יצירה, לרוב לזמן מוגבל.",זכויות יוצרים,ז״י.01,זכויות יוצרים,weak,2,זכויות יוצרים | זרם ישר,substituted,yes,wikipedia,זכויות יוצרים,unreviewed,,substitution,wiki_substituted
ha-01075,ז״י,"ז״י נועדו להגן על הביטוי המקורי של רעיון בצורה של יצירה, אך לא על הרעיון עצמו.",זכויות יוצרים,ז״י.01,זכויות יוצרים,weak,2,זכויות יוצרים | זרם ישר,substituted,yes,wikipedia,זכויות יוצרים,unreviewed,,substitution,wiki_substituted
ha-01076,ז״י,"ז״י כפופות למגבלות המבוססות על שיקולים של אינטרס ציבורי, כגון שימוש הוגן.",זכויות יוצרים,ז״י.01,זכויות יוצרים,weak,2,זכויות יוצרים | זרם ישר,substituted,yes,wikipedia,זכויות יוצרים,unreviewed,,substitution,wiki_substituted
