item_id,acronym,gold,candidates,shown_order,response,correct,valid,multi_sense_type
ha-01883,ממ״ק,מיליון מטר מעוקב,מיליון מטר מעוקב | ממלא מקום קצין | מילימטר מעוקב | מרחב מוגן קומתי,מרחב מוגן קומתי | ממלא מקום קצין | מילימטר מעוקב | מיליון מטר מעוקב,D,True,True,yes
ha-01884,ממ״ק,מילימטר מעוקב,מיליון מטר מעוקב | ממלא מקום קצין | מילימטר מעוקב | מרחב מוגן קומתי,מילימטר מעוקב | ממלא מקום קצין | מרחב מוגן קומתי | מיליון מטר מעוקב,A,True,True,yes
ha-01885,ממ״ק,ממלא מקום קצין,מיליון מטר מעוקב | ממלא מקום קצין | מילימטר מעוקב | מרחב מוגן קומתי,ממלא מקום קצין | מילימטר מעוקב | מרחב מוגן קומתי | מיליון מטר מעוקב,A,True,True,yes
ha-01886,ממ״ק,ממלא מקום קצין,מיליון מטר מעוקב | ממלא מקום קצין | מילימטר מעוקב | מרחב מוגן קומתי,מרחב מוגן קומתי | מיליון מטר מעוקב | ממלא מקום קצין | מילימטר מעוקב,C,True,True,yes
ha-01887,ממ״ק,ממלא מקום קצין,מיליון מטר מעוקב | ממלא מקום קצין | מילימטר מעוקב | מרחב מוגן קומתי,מרחב מוגן קומתי | ממלא מקום קצין | מיליון מטר מעוקב | מילימטר מעוקב,B,True,True,yes
ha-01811,מט״ח,מטבע חוץ,מטבע חוץ | מרכז לטכנולוגיה חינוכית,מטבע חוץ | מרכז לטכנולוגיה חינוכית,A,True,True,no
ha-01812,מט״ח,מטבע חוץ,מטבע חוץ | מרכז לטכנולוגיה חינוכית,מטבע חוץ | מרכז לטכנולוגיה חינוכית,A,True,True,no
ha-01813,מט״ח,מטבע חוץ,מטבע חוץ | מרכז לטכנולוגיה חינוכית,מרכז לטכנולוגיה חינוכית | מטבע חוץ,B,True,True,no
ha-02032,מ״ט,מאי טעמא,מכונת טיורינג | מאי טעמא | משנה טכני,משנה טכני | מאי טעמא | מכונת טיורינג,B,True,True,yes
ha-02033,מ״ט,מאי טעמא,מכונת טיורינג | מאי טעמא | משנה טכני,משנה טכני | מכונת טיורינג | מאי טעמא,C,True,True,yes
ha-02034,מ״ט,מכונת טיורינג,מכונת טיורינג | מאי טעמא | משנה טכני,משנה טכני | מאי טעמא | מכונת טיורינג,C,True,True,yes
ha-02035,מ״ט,מכונת טיורינג,מכונת טיורינג | מאי טעמא | משנה טכני,משנה טכני | מאי טעמא | מכונת טיורינג,C,True,True,yes
ha-02036,מ״ט,מכונת טיורינג,מכונת טיורינג | מאי טעמא | משנה טכני,משנה טכני | מאי טעמא | מכונת טיורינג,C,True,True,yes
ha-02037,מ״ט,משנה טכני,מכונת טיורינג | מאי טעמא | משנה טכני,מכונת טיורינג | מאי טעמא | משנה טכני,C,True,True,yes
ha-02038,מ״ט,משנה טכני,מכונת טיורינג | מאי טעמא | משנה טכני,מאי טעמא | מכונת טיורינג | משנה טכני,C,True,True,yes
ha-01380,יע״מ,יחידת עיבוד מרכזית (CPU),מעבד | יחידת עיבוד מרכזית (CPU),יחידת עיבוד מרכזית (CPU) | מעבד,A,True,True,no
ha-01381,יע״מ,יחידת עיבוד מרכזית (CPU),מעבד | יחידת עיבוד מרכזית (CPU),יחידת עיבוד מרכזית (CPU) | מעבד,A,True,True,no
ha-01382,יע״מ,מעבד,מעבד | יחידת עיבוד מרכזית (CPU),יחידת עיבוד מרכזית (CPU) | מעבד,A,False,True,no
ha-02269,סאפ,SAP (חברה),בוב סאפ | סאפ לאבס ישראל | SAP (חברה) | סאפ (גלישה) | SAP (חומר) | SAP (מפלגה) | Sap (אלבום),Sap (אלבום) | SAP (מפלגה) | סאפ (גלישה) | סאפ לאבס ישראל | SAP (חברה) | בוב סאפ | SAP (חומר),E,True,True,yes
ha-01257,ח״כ,חבר כנסת,חבר כנסת | חזקת כשרות,חזקת כשרות | חבר כנסת,B,True,True,yes
ha-01258,ח״כ,חבר כנסת,חבר כנסת | חזקת כשרות,חבר כנסת | חזקת כשרות,A,True,True,yes
ha-01259,ח״כ,חבר כנסת,חבר כנסת | חזקת כשרות,חבר כנסת | חזקת כשרות,A,True,True,yes
ha-01260,ח״כ,חזקת כשרות,חבר כנסת | חזקת כשרות,חזקת כשרות | חבר כנסת,A,True,True,yes
ha-01261,ח״כ,חזקת כשרות,חבר כנסת | חזקת כשרות,חבר כנסת | חזקת כשרות,B,True,True,yes
ha-01262,ח״כ,חזקת כשרות,חבר כנסת | חזקת כשרות,חזקת כשרות | חבר כנסת,A,True,True,yes
ha-00807,דו״ד,דין ודברים,דין ודברים | דת ודין | דורון דרשה,דת ודין | דין ודברים | דורון דרשה,B,True,True,no
ha-00808,דו״ד,דין ודברים,דין ודברים | דת ודין | דורון דרשה,דת ודין | דין ודברים | דורון דרשה,B,True,True,no
ha-00809,דו״ד,דין ודברים,דין ודברים | דת ודין | דורון דרשה,דין ודברים | דורון דרשה | דת ודין,A,True,True,no
ha-01737,מהר״י,רבי יעקב בירב,רבי יעקב בירב | רבי יצחק אבוהב (גאון קסטיליה) | רבי ישראל יעקב אלגאזי | רבי יהודה בן אליעזר הלוי מינץ | רבי יוסף בן אברהם ג'יקטיליה | רבי יעקב בן יהודה וייל | רבי יעקב בן שלמה אבן חביב | רבי ישראל בן רבי חיים ברונא,רבי יוסף בן אברהם ג'יקטיליה | רבי ישראל בן רבי חיים ברונא | רבי יעקב בירב | רבי יהודה בן אליעזר הלוי מינץ | רבי יעקב בן יהודה וייל | רבי יעקב בן שלמה אבן חביב | רבי יצחק אבוהב (גאון קסטיליה) | רבי ישראל יעקב אלגאזי,C,True,True,no
ha-01738,מהר״י,רבי יעקב בירב,רבי יעקב בירב | רבי יצחק אבוהב (גאון קסטיליה) | רבי ישראל יעקב אלגאזי | רבי יהודה בן אליעזר הלוי מינץ | רבי יוסף בן אברהם ג'יקטיליה | רבי יעקב בן יהודה וייל | רבי יעקב בן שלמה אבן חביב | רבי ישראל בן רבי חיים ברונא,רבי יוסף בן אברהם ג'יקטיליה | רבי ישראל בן רבי חיים ברונא | רבי יעקב בירב | רבי ישראל יעקב אלגאזי | רבי יצחק אבוהב (גאון קסטיליה) | רבי יהודה בן אליעזר הלוי מינץ | רבי יעקב בן שלמה אבן חביב | רבי יעקב בן יהודה וייל,B,False,True,no
ha-01739,מהר״י,רבי יעקב בירב,רבי יעקב בירב | רבי יצחק אבוהב (גאון קסטיליה) | רבי ישראל יעקב אלגאזי | רבי יהודה בן אליעזר הלוי מינץ | רבי יוסף בן אברהם ג'יקטיליה | רבי יעקב בן יהודה וייל | רבי יעקב בן שלמה אבן חביב | רבי ישראל בן רבי חיים ברונא,רבי ישראל יעקב אלגאזי | רבי יוסף בן אברהם ג'יקטיליה | רבי יעקב בן יהודה וייל | רבי יצחק אבוהב (גאון קסטיליה) | רבי יהודה בן אליעזר הלוי מינץ | רבי יעקב בירב | רבי ישראל בן רבי חיים ברונא | רבי יעקב בן שלמה אבן חביב,F,True,True,no
ha-01740,מהר״י,רבי יצחק אבוהב (גאון קסטיליה),רבי יעקב בירב | רבי יצחק אבוהב (גאון קסטיליה) | רבי ישראל יעקב אלגאזי | רבי יהודה בן אליעזר הלוי מינץ | רבי יוסף בן אברהם ג'יקטיליה | רבי יעקב בן יהודה וייל | רבי יעקב בן שלמה אבן חביב | רבי ישראל בן רבי חיים ברונא,רבי יוסף בן אברהם ג'יקטיליה | רבי יהודה בן אליעזר הלוי מינץ | רבי יעקב בן שלמה אבן חביב | רבי יעקב בירב | רבי ישראל בן רבי חיים ברונא | רבי יצחק אבוהב (גאון קסטיליה) | רבי ישראל יעקב אלגאזי | רבי יעקב בן יהודה וייל,F,True,True,no
ha-01741,מהר״י,רבי ישראל יעקב אלגאזי,רבי יעקב בירב | רבי יצחק אבוהב (גאון קסטיליה) | רבי ישראל יעקב אלגאזי | רבי יהודה בן אליעזר הלוי מינץ | רבי יוסף בן אברהם ג'יקטיליה | רבי יעקב בן יהודה וייל | רבי יעקב בן שלמה אבן חביב | רבי ישראל בן רבי חיים ברונא,רבי יוסף בן אברהם ג'יקטיליה | רבי יהודה בן אליעזר הלוי מינץ | רבי יצחק אבוהב (גאון קסטיליה) | רבי יעקב בן יהודה וייל | רבי יעקב בירב | רבי ישראל בן רבי חיים ברונא | רבי ישראל יעקב אלגאזי | רבי יעקב בן שלמה אבן חביב,G,True,True,no
ha-00089,או״פ,או פסול,או פסול | אוניברסיטה פתוחה | אור פנימי | אברים ופדרים,אוניברסיטה פתוחה | אברים ופדרים | או פסול | אור פנימי,C,True,True,yes
ha-00090,או״פ,אוניברסיטה פתוחה,או פסול | אוניברסיטה פתוחה | אור פנימי | אברים ופדרים,אברים ופדרים | אוניברסיטה פתוחה | או פסול | אור פנימי,B,True,True,yes
ha-00091,או״פ,אוניברסיטה פתוחה,או פסול | אוניברסיטה פתוחה | אור פנימי | אברים ופדרים,אור פנימי | אוניברסיטה פתוחה | אברים ופדרים | או פסול,B,True,True,yes
ha-00092,או״פ,אוניברסיטה פתוחה,או פסול | אוניברסיטה פתוחה | אור פנימי | אברים ופדרים,או פסול | אוניברסיטה פתוחה | אברים ופדרים | אור פנימי,B,True,True,yes
ha-00093,או״פ,אור פנימי,או פסול | אוניברסיטה פתוחה | אור פנימי | אברים ופדרים,אוניברסיטה פתוחה | או פסול | אור פנימי | אברים ופדרים,C,True,True,yes
ha-00094,או״פ,אור פנימי,או פסול | אוניברסיטה פתוחה | אור פנימי | אברים ופדרים,אוניברסיטה פתוחה | או פסול | אור פנימי | אברים ופדרים,C,True,True,yes
ha-00299,א״ח,אגף חקירות,אורך חיים | אגף חקירות,אורך חיים | אגף חקירות,B,True,True,yes
ha-00300,א״ח,אגף חקירות,אורך חיים | אגף חקירות,אגף חקירות | אורך חיים,A,True,True,yes
ha-00301,א״ח,אגף חקירות,אורך חיים | אגף חקירות,אורך חיים | אגף חקירות,B,True,True,yes
ha-00302,א״ח,אורך חיים,אורך חיים | אגף חקירות,אגף חקירות | אורך חיים,B,True,True,yes
ha-00303,א״ח,אורך חיים,אורך חיים | אגף חקירות,אגף חקירות | אורך חיים,B,True,True,yes
ha-00304,א״ח,אורך חיים,אורך חיים | אגף חקירות,אורך חיים | אגף חקירות,A,True,True,yes
ha-01302,ט״א,טביעת אצבע,טביעת אצבע | טווח-ארוך | תעופה טיס אוטומטי,תעופה טיס אוטומטי | טביעת אצבע | טווח-ארוך,B,True,True,no
ha-01303,ט״א,טביעת אצבע,טביעת אצבע | טווח-ארוך | תעופה טיס אוטומטי,טביעת אצבע | טווח-ארוך | תעופה טיס אוטומטי,A,True,True,no
ha-01304,ט״א,טביעת אצבע,טביעת אצבע | טווח-ארוך | תעופה טיס אוטומטי,טביעת אצבע | טווח-ארוך | תעופה טיס אוטומטי,A,True,True,no
ha-01898,מס״ב,מסילת ברזל,מסע בין כוכבים | מסילת ברזל | מרכז סליקה בנקאי | מערכת סליקה בנקאית,מערכת סליקה בנקאית | מסילת ברזל | מרכז סליקה בנקאי | מסע בין כוכבים,B,True,True,yes
ha-01899,מס״ב,מסילת ברזל,מסע בין כוכבים | מסילת ברזל | מרכז סליקה בנקאי | מערכת סליקה בנקאית,מסע בין כוכבים | מסילת ברזל | מערכת סליקה בנקאית | מרכז סליקה בנקאי,B,True,True,yes
ha-01900,מס״ב,מסילת ברזל,מסע בין כוכבים | מסילת ברזל | מרכז סליקה בנקאי | מערכת סליקה בנקאית,מסע בין כוכבים | מערכת סליקה בנקאית | מסילת ברזל | מרכז סליקה בנקאי,C,True,True,yes
ha-01901,מס״ב,מסע בין כוכבים,מסע בין כוכבים | מסילת ברזל | מרכז סליקה בנקאי | מערכת סליקה בנקאית,מרכז סליקה בנקאי | מערכת סליקה בנקאית | מסע בין כוכבים | מסילת ברזל,C,True,True,yes
ha-01902,מס״ב,מסע בין כוכבים,מסע בין כוכבים | מסילת ברזל | מרכז סליקה בנקאי | מערכת סליקה בנקאית,מסילת ברזל | מסע בין כוכבים | מרכז סליקה בנקאי | מערכת סליקה בנקאית,B,True,True,yes
ha-01903,מס״ב,מסע בין כוכבים,מסע בין כוכבים | מסילת ברזל | מרכז סליקה בנקאי | מערכת סליקה בנקאית,מערכת סליקה בנקאית | מסע בין כוכבים | מסילת ברזל | מרכז סליקה בנקאי,B,True,True,yes
ha-01715,מהרי״ץ,יהודה צבי ברנדויין (הראשון),יוסף צבי דושינסקי | יצחק מוולוז'ין | יהודה צבי ברנדויין (הראשון) | מארי יחיא צאלח | יוסף צבי דינר (או דונר) | רבנים מהאחרונים,יוסף צבי דושינסקי | יוסף צבי דינר (או דונר) | מארי יחיא צאלח | יצחק מוולוז'ין | רבנים מהאחרונים | יהודה צבי ברנדויין (הראשון),F,True,True,yes
ha-01716,מהרי״ץ,יוסף צבי דושינסקי,יוסף צבי דושינסקי | יצחק מוולוז'ין | יהודה צבי ברנדויין (הראשון) | מארי יחיא צאלח | יוסף צבי דינר (או דונר) | רבנים מהאחרונים,יצחק מוולוז'ין | יוסף צבי דושינסקי | יהודה צבי ברנדויין (הראשון) | יוסף צבי דינר (או דונר) | רבנים מהאחרונים | מארי יחיא צאלח,B,True,True,yes
ha-01717,מהרי״ץ,יוסף צבי דושינסקי,יוסף צבי דושינסקי | יצחק מוולוז'ין | יהודה צבי ברנדויין (הראשון) | מארי יחיא צאלח | יוסף צבי דינר (או דונר) | רבנים מהאחרונים,רבנים מהאחרונים | יוסף צבי דושינסקי | יהודה צבי ברנדויין (הראשון) | יצחק מוולוז'ין | מארי יחיא צאלח | יוסף צבי דינר (או דונר),B,True,True,yes
ha-01718,מהרי״ץ,יוסף צבי דושינסקי,יוסף צבי דושינסקי | יצחק מוולוז'ין | יהודה צבי ברנדויין (הראשון) | מארי יחיא צאלח | יוסף צבי דינר (או דונר) | רבנים מהאחרונים,יצחק מוולוז'ין | מארי יחיא צאלח | יוסף צבי דושינסקי | רבנים מהאחרונים | יוסף צבי דינר (או דונר) | יהודה צבי ברנדויין (הראשון),C,True,True,yes
ha-01719,מהרי״ץ,יצחק מוולוז'ין,יוסף צבי דושינסקי | יצחק מוולוז'ין | יהודה צבי ברנדויין (הראשון) | מארי יחיא צאלח | יוסף צבי דינר (או דונר) | רבנים מהאחרונים,מארי יחיא צאלח | יוסף צבי דינר (או דונר) | יוסף צבי דושינסקי | יצחק מוולוז'ין | יהודה צבי ברנדויין (הראשון) | רבנים מהאחרונים,D,True,True,yes
ha-01720,מהרי״ץ,יצחק מוולוז'ין,יוסף צבי דושינסקי | יצחק מוולוז'ין | יהודה צבי ברנדויין (הראשון) | מארי יחיא צאלח | יוסף צבי דינר (או דונר) | רבנים מהאחרונים,יהודה צבי ברנדויין (הראשון) | יוסף צבי דינר (או דונר) | מארי יחיא צאלח | יצחק מוולוז'ין | רבנים מהאחרונים | יוסף צבי דושינסקי,D,True,True,yes
ha-01721,מהרי״ץ,יצחק מוולוז'ין,יוסף צבי דושינסקי | יצחק מוולוז'ין | יהודה צבי ברנדויין (הראשון) | מארי יחיא צאלח | יוסף צבי דינר (או דונר) | רבנים מהאחרונים,יוסף צבי דושינסקי | יוסף צבי דינר (או דונר) | יהודה צבי ברנדויין (הראשון) | יצחק מוולוז'ין | רבנים מהאחרונים | מארי יחיא צאלח,A,False,True,yes
ha-00422,בא״ח,בן איש חי,בן איש חי | בסיס אימונים חטיבתי,בן איש חי | בסיס אימונים חטיבתי,A,True,True,no
ha-00423,בא״ח,בן איש חי,בן איש חי | בסיס אימונים חטיבתי,בן איש חי | בסיס אימונים חטיבתי,A,True,True,no
ha-00424,בא״ח,בן איש חי,בן איש חי | בסיס אימונים חטיבתי,בסיס אימונים חטיבתי | בן איש חי,B,True,True,no
ha-00463,בד״ר,בית דין רבני,בית דין רבני | בן דב רפפורט,בן דב רפפורט | בית דין רבני,B,True,True,no
ha-02371,עה״ש,עלות השחר,עלות השחר | עליו השלום,עליו השלום | עלות השחר,B,True,True,no
ha-02372,עה״ש,עלות השחר,עלות השחר | עליו השלום,עליו השלום | עלות השחר,B,True,True,no
ha-02373,עה״ש,עלות השחר,עלות השחר | עליו השלום,עלות השחר | עליו השלום,A,True,True,no
ha-02374,עה״ש,עליו השלום,עלות השחר | עליו השלום,עליו השלום | עלות השחר,A,True,True,no
ha-02276,סד״ג,סדר גודל,סדר גודל | סירת דייג,סירת דייג | סדר גודל,B,True,True,no
ha-02277,סד״ג,סדר גודל,סדר גודל | סירת דייג,סדר גודל | סירת דייג,A,True,True,no
ha-02278,סד״ג,סדר גודל,סדר גודל | סירת דייג,סירת דייג | סדר גודל,B,True,True,no
ha-01133,חו״ב,חזק וברוך,חריף ובקי | חכמה ובינה | חזק וברוך,חכמה ובינה | חריף ובקי | חזק וברוך,C,True,True,yes
ha-01134,חו״ב,חזק וברוך,חריף ובקי | חכמה ובינה | חזק וברוך,חזק וברוך | חכמה ובינה | חריף ובקי,A,True,True,yes
ha-01135,חו״ב,חזק וברוך,חריף ובקי | חכמה ובינה | חזק וברוך,חזק וברוך | חכמה ובינה | חריף ובקי,A,True,True,yes
ha-01136,חו״ב,חכמה ובינה,חריף ובקי | חכמה ובינה | חזק וברוך,חריף ובקי | חכמה ובינה | חזק וברוך,B,True,True,yes
ha-01137,חו״ב,חכמה ובינה,חריף ובקי | חכמה ובינה | חזק וברוך,חריף ובקי | חזק וברוך | חכמה ובינה,C,True,True,yes
ha-01138,חו״ב,חכמה ובינה,חריף ובקי | חכמה ובינה | חזק וברוך,חריף ובקי | חכמה ובינה | חזק וברוך,B,True,True,yes
ha-01139,חו״ב,חריף ובקי,חריף ובקי | חכמה ובינה | חזק וברוך,חזק וברוך | חכמה ובינה | חריף ובקי,C,True,True,yes
ha-01140,חו״ב,חריף ובקי,חריף ובקי | חכמה ובינה | חזק וברוך,חריף ובקי | חזק וברוך | חכמה ובינה,A,True,True,yes
ha-02829,רח״ל,רחמנא ליצלן,רחמנא ליצלן | ראש חוליה,ראש חוליה | רחמנא ליצלן,B,True,True,no
ha-02830,רח״ל,רחמנא ליצלן,רחמנא ליצלן | ראש חוליה,רחמנא ליצלן | ראש חוליה,A,True,True,no
ha-02831,רח״ל,רחמנא ליצלן,רחמנא ליצלן | ראש חוליה,רחמנא ליצלן | ראש חוליה,A,True,True,no
ha-00811,דו״צ,ירי דו-צדדי,ירי דו-צדדי | אימון דו-צדדי | סרט דביק דו-צדדי,אימון דו-צדדי | ירי דו-צדדי | סרט דביק דו-צדדי,B,True,True,no
ha-00812,דו״צ,ירי דו-צדדי,ירי דו-צדדי | אימון דו-צדדי | סרט דביק דו-צדדי,ירי דו-צדדי | סרט דביק דו-צדדי | אימון דו-צדדי,A,True,True,no
ha-00813,דו״צ,ירי דו-צדדי,ירי דו-צדדי | אימון דו-צדדי | סרט דביק דו-צדדי,סרט דביק דו-צדדי | אימון דו-צדדי | ירי דו-צדדי,C,True,True,no
ha-00814,דו״צ,סרט דביק דו-צדדי,ירי דו-צדדי | אימון דו-צדדי | סרט דביק דו-צדדי,סרט דביק דו-צדדי | אימון דו-צדדי | ירי דו-צדדי,A,True,True,no
ha-02256,נ״ר,נביאים ראשונים,נר ראשון (של חנוכה) | נטע רבעי | נביאים ראשונים | נחת רוח | נפש רוח | נקבה רבים | ניירות רכישה | נסמך רבים,נחת רוח | ניירות רכישה | נסמך רבים | נטע רבעי | נר ראשון (של חנוכה) | נפש רוח | נביאים ראשונים | נקבה רבים,G,True,True,yes
ha-02257,נ״ר,נביאים ראשונים,נר ראשון (של חנוכה) | נטע רבעי | נביאים ראשונים | נחת רוח | נפש רוח | נקבה רבים | ניירות רכישה | נסמך רבים,נחת רוח | נביאים ראשונים | נפש רוח | נר ראשון (של חנוכה) | נסמך רבים | נטע רבעי | נקבה רבים | ניירות רכישה,B,True,True,yes
ha-02258,נ״ר,נביאים ראשונים,נר ראשון (של חנוכה) | נטע רבעי | נביאים ראשונים | נחת רוח | נפש רוח | נקבה רבים | ניירות רכישה | נסמך רבים,נביאים ראשונים | נטע רבעי | ניירות רכישה | נר ראשון (של חנוכה) | נסמך רבים | נחת רוח | נפש רוח | נקבה רבים,A,True,True,yes
ha-02259,נ״ר,נחת רוח,נר ראשון (של חנוכה) | נטע רבעי | נביאים ראשונים | נחת רוח | נפש רוח | נקבה רבים | ניירות רכישה | נסמך רבים,נביאים ראשונים | נקבה רבים | נטע רבעי | נחת רוח | נר ראשון (של חנוכה) | נפש רוח | נסמך רבים | ניירות רכישה,D,True,True,yes
ha-02260,נ״ר,נחת רוח,נר ראשון (של חנוכה) | נטע רבעי | נביאים ראשונים | נחת רוח | נפש רוח | נקבה רבים | ניירות רכישה | נסמך רבים,ניירות רכישה | נר ראשון (של חנוכה) | נפש רוח | נטע רבעי | נסמך רבים | נחת רוח | נביאים ראשונים | נקבה רבים,F,True,True,yes
ha-02261,נ״ר,נחת רוח,נר ראשון (של חנוכה) | נטע רבעי | נביאים ראשונים | נחת רוח | נפש רוח | נקבה רבים | ניירות רכישה | נסמך רבים,נסמך רבים | נביאים ראשונים | נטע רבעי | נקבה רבים | נר ראשון (של חנוכה) | ניירות רכישה | נחת רוח | נפש רוח,G,True,True,yes
ha-02262,נ״ר,נטע רבעי,נר ראשון (של חנוכה) | נטע רבעי | נביאים ראשונים | נחת רוח | נפש רוח | נקבה רבים | ניירות רכישה | נסמך רבים,נסמך רבים | נקבה רבים | נפש רוח | נר ראשון (של חנוכה) | נטע רבעי | נחת רוח | ניירות רכישה | נביאים ראשונים,E,True,True,yes
ha-02263,נ״ר,נטע רבעי,נר ראשון (של חנוכה) | נטע רבעי | נביאים ראשונים | נחת רוח | נפש רוח | נקבה רבים | ניירות רכישה | נסמך רבים,נפש רוח | נביאים ראשונים | נר ראשון (של חנוכה) | ניירות רכישה | נסמך רבים | נחת רוח | נקבה רבים | נטע רבעי,H,True,True,yes
ha-02264,נ״ר,נטע רבעי,נר ראשון (של חנוכה) | נטע רבעי | נביאים ראשונים | נחת רוח | נפש רוח | נקבה רבים | ניירות רכישה | נסמך רבים,נר ראשון (של חנוכה) | נקבה רבים | נסמך רבים | ניירות רכישה | נטע רבעי | נביאים ראשונים | נחת רוח | נפש רוח,E,True,True,yes
ha-02265,נ״ר,נקבה רבים,נר ראשון (של חנוכה) | נטע רבעי | נביאים ראשונים | נחת רוח | נפש רוח | נקבה רבים | ניירות רכישה | נסמך רבים,נפש רוח | נקבה רבים | נטע רבעי | נר ראשון (של חנוכה) | נסמך רבים | נחת רוח | נביאים ראשונים | ניירות רכישה,B,True,True,yes
ha-02857,רמב״ם,משנה תורה,משנה תורה | ר' משה בן מימון | המרכז הרפואי מיימונידיס | הקריה הרפואית לבריאות האדם – בית חולים בחיפה,המרכז הרפואי מיימונידיס | הקריה הרפואית לבריאות האדם – בית חולים בחיפה | ר' משה בן מימון | משנה תורה,C,False,True,no
ha-02858,רמב״ם,משנה תורה,משנה תורה | ר' משה בן מימון | המרכז הרפואי מיימונידיס | הקריה הרפואית לבריאות האדם – בית חולים בחיפה,ר' משה בן מימון | הקריה הרפואית לבריאות האדם – בית חולים בחיפה | המרכז הרפואי מיימונידיס | משנה תורה,A,False,True,no
ha-02859,רמב״ם,משנה תורה,משנה תורה | ר' משה בן מימון | המרכז הרפואי מיימונידיס | הקריה הרפואית לבריאות האדם – בית חולים בחיפה,ר' משה בן מימון | המרכז הרפואי מיימונידיס | הקריה הרפואית לבריאות האדם – בית חולים בחיפה | משנה תורה,A,False,True,no
ha-01928,מצ״ד,להק הציוד,מספן הציוד | להק הציוד | מחנה הציונות הדתית,להק הציוד | מחנה הציונות הדתית | מספן הציוד,A,True,True,yes
ha-01929,מצ״ד,להק הציוד,מספן הציוד | להק הציוד | מחנה הציונות הדתית,להק הציוד | מחנה הציונות הדתית | מספן הציוד,A,True,True,yes
ha-01930,מצ״ד,להק הציוד,מספן הציוד | להק הציוד | מחנה הציונות הדתית,מחנה הציונות הדתית | מספן הציוד | להק הציוד,B,False,True,yes
ha-01931,מצ״ד,מחנה הציונות הדתית,מספן הציוד | להק הציוד | מחנה הציונות הדתית,להק הציוד | מספן הציוד | מחנה הציונות הדתית,C,True,True,yes
ha-01932,מצ״ד,מחנה הציונות הדתית,מספן הציוד | להק הציוד | מחנה הציונות הדתית,מספן הציוד | מחנה הציונות הדתית | להק הציוד,B,True,True,yes
ha-01933,מצ״ד,מחנה הציונות הדתית,מספן הציוד | להק הציוד | מחנה הציונות הדתית,מחנה הציונות הדתית | מספן הציוד | להק הציוד,A,True,True,yes
ha-01934,מצ״ד,מספן הציוד,מספן הציוד | להק הציוד | מחנה הציונות הדתית,להק הציוד | מספן הציוד | מחנה הציונות הדתית,B,True,True,yes
ha-01935,מצ״ד,מספן הציוד,מספן הציוד | להק הציוד | מחנה הציונות הדתית,מחנה הציונות הדתית | להק הציוד | מספן הציוד,C,True,True,yes
ha-01936,מצ״ד,מספן הציוד,מספן הציוד | להק הציוד | מחנה הציונות הדתית,להק הציוד | מחנה הציונות הדתית | מספן הציוד,C,True,True,yes
ha-00284,א״ז,אדרא זוטא,את זה | אין זה | אי־זוגי | אור זרוע | אדרא זוטא | אדוני זקני,אדוני זקני | את זה | אין זה | אור זרוע | אדרא זוטא | אי־זוגי,E,True,True,yes
ha-00285,א״ז,אור זרוע,את זה | אין זה | אי־זוגי | אור זרוע | אדרא זוטא | אדוני זקני,אי־זוגי | אור זרוע | אדוני זקני | אין זה | אדרא זוטא | את זה,B,True,True,yes
ha-00286,א״ז,אדרא זוטא,את זה | אין זה | אי־זוגי | אור זרוע | אדרא זוטא | אדוני זקני,אין זה | אור זרוע | אי־זוגי | את זה | אדרא זוטא | אדוני זקני,E,True,True,yes
ha-00287,א״ז,אור זרוע,את זה | אין זה | אי־זוגי | אור זרוע | אדרא זוטא | אדוני זקני,את זה | אין זה | אדוני זקני | אור זרוע | אדרא זוטא | אי־זוגי,D,True,True,yes
ha-00288,א״ז,אור זרוע,את זה | אין זה | אי־זוגי | אור זרוע | אדרא זוטא | אדוני זקני,אור זרוע | אין זה | אדוני זקני | אי־זוגי | אדרא זוטא | את זה,A,True,True,yes
ha-00289,א״ז,אור זרוע,את זה | אין זה | אי־זוגי | אור זרוע | אדרא זוטא | אדוני זקני,אדרא זוטא | אי־זוגי | אין זה | אדוני זקני | את זה | אור זרוע,F,True,True,yes
ha-00290,א״ז,אי־זוגי,את זה | אין זה | אי־זוגי | אור זרוע | אדרא זוטא | אדוני זקני,אי־זוגי | אדרא זוטא | את זה | אור זרוע | אין זה | אדוני זקני,A,True,True,yes
ha-00291,א״ז,אי־זוגי,את זה | אין זה | אי־זוגי | אור זרוע | אדרא זוטא | אדוני זקני,את זה | אי־זוגי | אין זה | אור זרוע | אדוני זקני | אדרא זוטא,B,True,True,yes
ha-00292,א״ז,אי־זוגי,את זה | אין זה | אי־זוגי | אור זרוע | אדרא זוטא | אדוני זקני,אור זרוע | את זה | אין זה | אי־זוגי | אדרא זוטא | אדוני זקני,D,True,True,yes
ha-00293,א״ז,אין זה,את זה | אין זה | אי־זוגי | אור זרוע | אדרא זוטא | אדוני זקני,אדרא זוטא | אין זה | אדוני זקני | אור זרוע | אי־זוגי | את זה,B,True,True,yes
ha-00294,א״ז,אין זה,את זה | אין זה | אי־זוגי | אור זרוע | אדרא זוטא | אדוני זקני,אי־זוגי | את זה | אין זה | אור זרוע | אדוני זקני | אדרא זוטא,C,True,True,yes
ha-00295,א״ז,אין זה,את זה | אין זה | אי־זוגי | אור זרוע | אדרא זוטא | אדוני זקני,אדרא זוטא | את זה | אדוני זקני | אין זה | אי־זוגי | אור זרוע,D,True,True,yes
