item_id,acronym,gold,candidates,shown_order,response,correct,valid,multi_sense_type
ha-00092,או״פ,אוניברסיטה פתוחה,או פסול | אוניברסיטה פתוחה | אור פנימי | אברים ופדרים,,האוניברסיטה הפתוחה,False,False,yes
ha-00093,או״פ,אור פנימי,או פסול | אוניברסיטה פתוחה | אור פנימי | אברים ופדרים,,אוצר פדיון,False,False,yes
ha-00094,או״פ,אור פנימי,או פסול | אוניברסיטה פתוחה | אור פנימי | אברים ופדרים,,זכות בחירה,False,False,yes
ha-00299,א״ח,אגף חקירות,אורך חיים | אגף חקירות,,אגף חקירות,True,True,yes
ha-00300,א״ח,אגף חקירות,אורך חיים | אגף חקירות,,אגף חקירות,True,True,yes
ha-00301,א״ח,אגף חקירות,אורך חיים | אגף חקירות,,אגף חקירות,True,True,yes
ha-00302,א״ח,אורך חיים,אורך חיים | אגף חקירות,,אורך חיים,True,True,yes
ha-00303,א״ח,אורך חיים,אורך חיים | אגף חקירות,,אורך חיים,True,True,yes
ha-00304,א״ח,אורך חיים,אורך חיים | אגף חקירות,,אורך חיים,True,True,yes
ha-01302,ט״א,טביעת אצבע,טביעת אצבע | טווח-ארוך | תעופה טיס אוטומטי,,טביעת אצבע,True,True,no
ha-01303,ט״א,טביעת אצבע,טביעת אצבע | טווח-ארוך | תעופה טיס אוטומטי,,טביעת אצבע,True,True,no
ha-01304,ט״א,טביעת אצבע,טביעת אצבע | טווח-ארוך | תעופה טיס אוטומטי,,תעודת זהות,False,False,no
ha-01898,מס״ב,מסילת ברזל,מסע בין כוכבים | מסילת ברזל | מרכז סליקה בנקאי | מערכת סליקה בנקאית,,מסילת ברזל,True,True,yes
ha-01899,מס״ב,מסילת ברזל,מסע בין כוכבים | מסילת ברזל | מרכז סליקה בנקאי | מערכת סליקה בנקאית,,מסילת ברזל,True,True,yes
ha-01900,מס״ב,מסילת ברזל,מסע בין כוכבים | מסילת ברזל | מרכז סליקה בנקאי | מערכת סליקה בנקאית,,מסילת ברזל,True,True,yes
ha-01901,מס״ב,מסע בין כוכבים,מסע בין כוכבים | מסילת ברזל | מרכז סליקה בנקאי | מערכת סליקה בנקאית,,מסע בין כוכבים,True,True,yes
ha-01902,מס״ב,מסע בין כוכבים,מסע בין כוכבים | מסילת ברזל | מרכז סליקה בנקאי | מערכת סליקה בנקאית,,מרכז סדרות בנות,False,False,yes
ha-01903,מס״ב,מסע בין כוכבים,מסע בין כוכבים | מסילת ברזל | מרכז סליקה בנקאי | מערכת סליקה בנקאית,,מסע בין כוכבים,True,True,yes
ha-01715,מהרי״ץ,יהודה צבי ברנדויין (הראשון),יוסף צבי דושינסקי | יצחק מוולוז'ין | יהודה צבי ברנדויין (הראשון) | מארי יחיא צאלח | יוסף צבי דינר (או דונר) | רבנים מהאחרונים,,רבי יהודה צבי מסטרטין,False,False,yes
ha-01716,מהרי״ץ,יוסף צבי דושינסקי,יוסף צבי דושינסקי | יצחק מוולוז'ין | יהודה צבי ברנדויין (הראשון) | מארי יחיא צאלח | יוסף צבי דינר (או דונר) | רבנים מהאחרונים,,רבי יצחק צבי רייזמן,False,False,yes
ha-01717,מהרי״ץ,יוסף צבי דושינסקי,יוסף צבי דושינסקי | יצחק מוולוז'ין | יהודה צבי ברנדויין (הראשון) | מארי יחיא צאלח | יוסף צבי דינר (או דונר) | רבנים מהאחרונים,,מורנו הרב יוסף צבי,False,False,yes
ha-01718,מהרי״ץ,יוסף צבי דושינסקי,יוסף צבי דושינסקי | יצחק מוולוז'ין | יהודה צבי ברנדויין (הראשון) | מארי יחיא צאלח | יוסף צבי דינר (או דונר) | רבנים מהאחרונים,,מורינו הרב יוסף צבי,False,False,yes
ha-01719,מהרי״ץ,יצחק מוולוז'ין,יוסף צבי דושינסקי | יצחק מוולוז'ין | יהודה צבי ברנדויין (הראשון) | מארי יחיא צאלח | יוסף צבי דינר (או דונר) | רבנים מהאחרונים,,מורינו הרב יצחק,False,False,yes
ha-01720,מהרי״ץ,יצחק מוולוז'ין,יוסף צבי דושינסקי | יצחק מוולוז'ין | יהודה צבי ברנדויין (הראשון) | מארי יחיא צאלח | יוסף צבי דינר (או דונר) | רבנים מהאחרונים,,מורנו הרב יצחק זאב הלוי סולובייצ'יק,False,False,yes
ha-01721,מהרי״ץ,יצחק מוולוז'ין,יוסף צבי דושינסקי | יצחק מוולוז'ין | יהודה צבי ברנדויין (הראשון) | מארי יחיא צאלח | יוסף צבי דינר (או דונר) | רבנים מהאחרונים,,"רבי חיים יוסף דוד אזולאי (החיד""א) / רבי משה חגיז / רבי יצחק צבי (תלוי בהקשר, אך נפוץ בעיקר כרבי יצחק צבי מביאלא או חיד""א - נא למחוק הסברים לפי דרישה: **רבי משה חגיז** / **רבי יוסף צבי דושינסקי**). 

*מכיוון שביקשת מילים ספורות ללא הסבר:*
**רבי יצחק צבי** (או: **מהר""י צבי**)",False,True,yes
ha-00422,בא״ח,בן איש חי,בן איש חי | בסיס אימונים חטיבתי,,בן איש חי,True,True,no
ha-00423,בא״ח,בן איש חי,בן איש חי | בסיס אימונים חטיבתי,,בן איש חי,True,True,no
ha-00424,בא״ח,בן איש חי,בן איש חי | בסיס אימונים חטיבתי,,בן איש חי,True,True,no
ha-00463,בד״ר,בית דין רבני,בית דין רבני | בן דב רפפורט,,בית דין רבני,True,True,no
ha-02371,עה״ש,עלות השחר,עלות השחר | עליו השלום,,עמוד השחר,False,False,no
ha-02372,עה״ש,עלות השחר,עלות השחר | עליו השלום,,עלות השחר,True,True,no
ha-02373,עה״ש,עלות השחר,עלות השחר | עליו השלום,,עלות השחר,True,True,no
ha-02374,עה״ש,עליו השלום,עלות השחר | עליו השלום,,עליה השלום,False,False,no
ha-02276,סד״ג,סדר גודל,סדר גודל | סירת דייג,,סדר גודל,True,True,no
ha-02277,סד״ג,סדר גודל,סדר גודל | סירת דייג,,סדר גודל,True,True,no
ha-02278,סד״ג,סדר גודל,סדר גודל | סירת דייג,,סדר גודל,True,True,no
ha-01133,חו״ב,חזק וברוך,חריף ובקי | חכמה ובינה | חזק וברוך,,חזק ואמץ וברוך תהיה,False,False,yes
ha-01134,חו״ב,חזק וברוך,חריף ובקי | חכמה ובינה | חזק וברוך,,חזק ונתחזק,False,False,yes
ha-01135,חו״ב,חזק וברוך,חריף ובקי | חכמה ובינה | חזק וברוך,,חזק וברוך,True,True,yes
ha-01136,חו״ב,חכמה ובינה,חריף ובקי | חכמה ובינה | חזק וברוך,,חכמה ובינה,True,True,yes
ha-01137,חו״ב,חכמה ובינה,חריף ובקי | חכמה ובינה | חזק וברוך,,חכמה ובינה,True,True,yes
ha-01138,חו״ב,חכמה ובינה,חריף ובקי | חכמה ובינה | חזק וברוך,,חכמה ובינה,True,True,yes
ha-01139,חו״ב,חריף ובקי,חריף ובקי | חכמה ובינה | חזק וברוך,,חכם וסופר,False,False,yes
ha-01140,חו״ב,חריף ובקי,חריף ובקי | חכמה ובינה | חזק וברוך,,חריף ובקי,True,True,yes
ha-02829,רח״ל,רחמנא ליצלן,רחמנא ליצלן | ראש חוליה,,רחמנא ליצלן,True,True,no
ha-02830,רח״ל,רחמנא ליצלן,רחמנא ליצלן | ראש חוליה,,רחמנא ליצלן,True,True,no
ha-02831,רח״ל,רחמנא ליצלן,רחמנא ליצלן | ראש חוליה,,רחמנא ליצלן,True,True,no
ha-00811,דו״צ,ירי דו-צדדי,ירי דו-צדדי | אימון דו-צדדי | סרט דביק דו-צדדי,,ירי כוחותינו,False,False,no
ha-00812,דו״צ,ירי דו-צדדי,ירי דו-צדדי | אימון דו-צדדי | סרט דביק דו-צדדי,,ירי כוחותינו,False,False,no
ha-00813,דו״צ,ירי דו-צדדי,ירי דו-צדדי | אימון דו-צדדי | סרט דביק דו-צדדי,,ירי כוחותינו,False,False,no
ha-00814,דו״צ,סרט דביק דו-צדדי,ירי דו-צדדי | אימון דו-צדדי | סרט דביק דו-צדדי,,דבק צד-כפול,False,False,no
ha-02256,נ״ר,נביאים ראשונים,נר ראשון (של חנוכה) | נטע רבעי | נביאים ראשונים | נחת רוח | נפש רוח | נקבה רבים | ניירות רכישה | נסמך רבים,,נביאים ראשונים,True,True,yes
ha-02257,נ״ר,נביאים ראשונים,נר ראשון (של חנוכה) | נטע רבעי | נביאים ראשונים | נחת רוח | נפש רוח | נקבה רבים | ניירות רכישה | נסמך רבים,,נביאים ראשונים,True,True,yes
ha-02258,נ״ר,נביאים ראשונים,נר ראשון (של חנוכה) | נטע רבעי | נביאים ראשונים | נחת רוח | נפש רוח | נקבה רבים | ניירות רכישה | נסמך רבים,,ספרי נביאים וכתובים,False,False,yes
ha-02259,נ״ר,נחת רוח,נר ראשון (של חנוכה) | נטע רבעי | נביאים ראשונים | נחת רוח | נפש רוח | נקבה רבים | ניירות רכישה | נסמך רבים,,נחת רוח,True,True,yes
ha-02260,נ״ר,נחת רוח,נר ראשון (של חנוכה) | נטע רבעי | נביאים ראשונים | נחת רוח | נפש רוח | נקבה רבים | ניירות רכישה | נסמך רבים,,נזק רציני,False,False,yes
ha-02261,נ״ר,נחת רוח,נר ראשון (של חנוכה) | נטע רבעי | נביאים ראשונים | נחת רוח | נפש רוח | נקבה רבים | ניירות רכישה | נסמך רבים,,נחת רוח,True,True,yes
ha-02262,נ״ר,נטע רבעי,נר ראשון (של חנוכה) | נטע רבעי | נביאים ראשונים | נחת רוח | נפש רוח | נקבה רבים | ניירות רכישה | נסמך רבים,,נטע רבעي,False,False,yes
ha-02263,נ״ר,נטע רבעי,נר ראשון (של חנוכה) | נטע רבעי | נביאים ראשונים | נחת רוח | נפש רוח | נקבה רבים | ניירות רכישה | נסמך רבים,,נר ישראל / נר מצווה וצית רבנן (לפי ההקשר: נר ישראל),False,False,yes
ha-02264,נ״ר,נטע רבעי,נר ראשון (של חנוכה) | נטע רבעי | נביאים ראשונים | נחת רוח | נפש רוח | נקבה רבים | ניירות רכישה | נסמך רבים,,נטע רבעי,True,True,yes
ha-02265,נ״ר,נקבה רבים,נר ראשון (של חנוכה) | נטע רבעי | נביאים ראשונים | נחת רוח | נפש רוח | נקבה רבים | ניירות רכישה | נסמך רבים,,נסתבר רוב,False,False,yes
ha-02857,רמב״ם,משנה תורה,משנה תורה | ר' משה בן מימון | המרכז הרפואי מיימונידיס | הקריה הרפואית לבריאות האדם – בית חולים בחיפה,,רבי משה בן מימון,False,False,no
ha-02858,רמב״ם,משנה תורה,משנה תורה | ר' משה בן מימון | המרכז הרפואי מיימונידיס | הקריה הרפואית לבריאות האדם – בית חולים בחיפה,,רבי משה בן מיימון,False,False,no
ha-02859,רמב״ם,משנה תורה,משנה תורה | ר' משה בן מימון | המרכז הרפואי מיימונידיס | הקריה הרפואית לבריאות האדם – בית חולים בחיפה,,רבי משה בן מיימון,False,False,no
ha-01928,מצ״ד,להק הציוד,מספן הציוד | להק הציוד | מחנה הציונות הדתית,,מרכז ציוד ודלק,False,False,yes
ha-01929,מצ״ד,להק הציוד,מספן הציוד | להק הציוד | מחנה הציונות הדתית,,מרכז ציוד דלק,False,False,yes
ha-01930,מצ״ד,להק הציוד,מספן הציוד | להק הציוד | מחנה הציונות הדתית,,מפקדת קצין טכנולוגיה ולוגיסטיקה,False,False,yes
ha-01931,מצ״ד,מחנה הציונות הדתית,מספן הציוד | להק הציוד | מחנה הציונות הדתית,,מפעל ציוני דתי,False,False,yes
ha-01932,מצ״ד,מחנה הציונות הדתית,מספן הציוד | להק הציוד | מחנה הציונות הדתית,,מחנה ציוני דתי,False,False,yes
ha-01933,מצ״ד,מחנה הציונות הדתית,מספן הציוד | להק הציוד | מחנה הציונות הדתית,,מחנה הציונות הדתית,True,True,yes
ha-01934,מצ״ד,מספן הציוד,מספן הציוד | להק הציוד | מחנה הציונות הדתית,,"מפקדת צה""ל ים",False,False,yes
ha-01935,מצ״ד,מספן הציוד,מספן הציוד | להק הציוד | מחנה הציונות הדתית,,מספן ציוד,False,False,yes
ha-01936,מצ״ד,מספן הציוד,מספן הציוד | להק הציוד | מחנה הציונות הדתית,,ראש מנהלת חוזה רכש (או: מנהלת פרויקטים וחוזה רכש),False,False,yes
ha-00284,א״ז,אדרא זוטא,את זה | אין זה | אי־זוגי | אור זרוע | אדרא זוטא | אדוני זקני,,אדרא זוטא,True,True,yes
ha-00285,א״ז,אור זרוע,את זה | אין זה | אי־זוגי | אור זרוע | אדרא זוטא | אדוני זקני,,אור זרוע,True,True,yes
ha-00286,א״ז,אדרא זוטא,את זה | אין זה | אי־זוגי | אור זרוע | אדרא זוטא | אדוני זקני,,אור זרוע,False,True,yes
ha-00287,א״ז,אור זרוע,את זה | אין זה | אי־זוגי | אור זרוע | אדרא זוטא | אדוני זקני,,אור זרוע,True,True,yes
ha-00288,א״ז,אור זרוע,את זה | אין זה | אי־זוגי | אור זרוע | אדרא זוטא | אדוני זקני,,אור זרוע,True,True,yes
ha-00289,א״ז,אור זרוע,את זה | אין זה | אי־זוגי | אור זרוע | אדרא זוטא | אדוני זקני,,אור זרוע,True,True,yes
ha-00290,א״ז,אי־זוגי,את זה | אין זה | אי־זוגי | אור זרוע | אדרא זוטא | אדוני זקני,,אי-זוגי,False,False,yes
ha-00291,א״ז,אי־זוגי,את זה | אין זה | אי־זוגי | אור זרוע | אדרא זוטא | אדוני זקני,,אי-זוגי,False,False,yes
ha-00292,א״ז,אי־זוגי,את זה | אין זה | אי־זוגי | אור זרוע | אדרא זוטא | אדוני זקני,,אי-זוגי,False,False,yes
ha-00293,א״ז,אין זה,את זה | אין זה | אי־זוגי | אור זרוע | אדרא זוטא | אדוני זקני,,אינו זה,False,False,yes
ha-00294,א״ז,אין זה,את זה | אין זה | אי־זוגי | אור זרוע | אדרא זוטא | אדוני זקני,,אז (או: אז כיום / באותה זמן),False,False,yes
ha-00295,א״ז,אין זה,את זה | אין זה | אי־זוגי | אור זרוע | אדרא זוטא | אדוני זקני,,אין זר,False,False,yes
ha-00296,א״ז,את זה,את זה | אין זה | אי־זוגי | אור זרוע | אדרא זוטא | אדוני זקני,,אף זו,False,False,yes
ha-00297,א״ז,את זה,את זה | אין זה | אי־זוגי | אור זרוע | אדרא זוטא | אדוני זקני,,את זה,True,True,yes
ha-00298,א״ז,את זה,את זה | אין זה | אי־זוגי | אור זרוע | אדרא זוטא | אדוני זקני,,אזור זר,False,False,yes
ha-02820,רדב״ז,רבי דוד בן זכאי,רבי דוד בן זכאי | רבי דוד בן זמרא (1479–1573),,רבי דוד בן זמרא,False,False,no
ha-00761,גמו״ש,גמול השתלמות,גמול השתלמות | גמור ושלם,,גמול השתלמות,True,True,no
ha-00762,גמו״ש,גמול השתלמות,גמול השתלמות | גמור ושלם,,גמול השתלמות,True,True,no
ha-00763,גמו״ש,גמול השתלמות,גמול השתלמות | גמור ושלם,,גמול השתלמות,True,True,no
ha-00925,ד״ק,דגש קל,דגש קל | דמי קדימה,,דגש קל,True,True,yes
ha-00926,ד״ק,דגש קל,דגש קל | דמי קדימה,,דגש קל,True,True,yes
ha-00927,ד״ק,דגש קל,דגש קל | דמי קדימה,,דגש קל,True,True,yes
ha-00928,ד״ק,דמי קדימה,דגש קל | דמי קדימה,,דמי קדימה,True,True,yes
ha-00929,ד״ק,דמי קדימה,דגש קל | דמי קדימה,,דמי קדימה,True,True,yes
ha-00930,ד״ק,דמי קדימה,דגש קל | דמי קדימה,,דוקרן יד,False,False,yes
ha-01602,מא״ש,המרכז לאימונים באש,מאה שערים | מרדכי איש-שלום | המרכז לאימונים באש | מאיר איש-שלום,,מרכז אש,False,False,yes
ha-01603,מא״ש,המרכז לאימונים באש,מאה שערים | מרדכי איש-שלום | המרכז לאימונים באש | מאיר איש-שלום,,מרכז אימונים באש,False,False,yes
ha-01604,מא״ש,מאה שערים,מאה שערים | מרדכי איש-שלום | המרכז לאימונים באש | מאיר איש-שלום,,מאה שערים,True,True,yes
ha-01605,מא״ש,מאה שערים,מאה שערים | מרדכי איש-שלום | המרכז לאימונים באש | מאיר איש-שלום,,מאות שערים,False,False,yes
ha-01606,מא״ש,מאה שערים,מאה שערים | מרדכי איש-שלום | המרכז לאימונים באש | מאיר איש-שלום,,מאה שערים,True,True,yes
ha-00496,בכ״מ,בכל מקום,בכל מקום | בכל מקרה | בכמה מקומות,,בכל מקום,True,True,yes
ha-00497,בכ״מ,בכל מקום,בכל מקום | בכל מקרה | בכמה מקומות,,בכל מקום,True,True,yes
ha-00498,בכ״מ,בכל מקום,בכל מקום | בכל מקרה | בכמה מקומות,,בכל מקום,True,True,yes
ha-00499,בכ״מ,בכל מקרה,בכל מקום | בכל מקרה | בכמה מקומות,,בכל מקרה,True,True,yes
ha-00500,בכ״מ,בכל מקרה,בכל מקום | בכל מקרה | בכמה מקומות,,בכל מקום,False,True,yes
ha-00501,בכ״מ,בכל מקרה,בכל מקום | בכל מקרה | בכמה מקומות,,בכל מקרה,True,True,yes
ha-00502,בכ״מ,בכמה מקומות,בכל מקום | בכל מקרה | בכמה מקומות,,בכל מקום,False,True,yes
ha-00503,בכ״מ,בכמה מקומות,בכל מקום | בכל מקרה | בכמה מקומות,,בכל מקום,False,True,yes
ha-00504,בכ״מ,בכמה מקומות,בכל מקום | בכל מקרה | בכמה מקומות,,בכל מקום,False,True,yes
ha-02894,רע״א,רבי עקיבא אייגר,רבי עקיבא אייגר | רשות ערעור אזרחי,,רבי עקיבא אייגר,True,True,no
